kills,deaths,assists,dealt,taken,heals,cs,vision,duration,win,opscore,dealt_per_minute,taken_per_minute,dealt_per_taken,champCode,id
7,4,10,14552,31655,19412,19,10,1352,1,22,0.1794,0.3902,0.4597,876,Lillia
8,1,5,17318,26475,18362,20,31,1556,1,1,0.1855,0.2836,0.6541,64,LeeSin
7,2,7,5743,12558,6394,14,10,988,1,24,0.0969,0.2118,0.4573,33,Rammus
8,2,6,14524,24174,17254,7,9,1257,1,6,0.1926,0.3205,0.6008,76,Nidalee
17,3,13,35644,47812,30992,31,36,1717,1,20,0.3460,0.4641,0.7455,5,XinZhao
6,5,12,13074,28649,18142,34,31,1705,1,33,0.1278,0.2800,0.4564,203,Kindred
5,9,8,15640,36178,15763,19,33,1793,1,21,0.1454,0.3363,0.4323,78,Poppy
8,3,5,14898,27217,15057,27,34,1780,1,16,0.1395,0.2548,0.5474,63,Brand
6,5,19,12877,38852,19456,26,18,1775,1,13,0.1209,0.3648,0.3314,59,JarvanIV
8,5,11,12178,32438,12305,17,17,1653,1,13,0.1228,0.3271,0.3754,59,JarvanIV
9,2,2,8382,17705,10583,2,6,944,1,3,0.1480,0.3126,0.4734,234,Viego
5,9,17,25198,67912,76878,60,44,2312,1,18,0.1816,0.4896,0.3710,154,Zac
6,1,7,9279,23481,27396,23,10,1416,1,18,0.1092,0.2764,0.3952,154,Zac
8,4,6,14288,23907,11372,25,52,1690,1,2,0.1409,0.2358,0.5976,104,Graves
3,11,27,19742,52207,18310,8,27,2412,1,24,0.1364,0.3607,0.3781,33,Rammus
10,2,11,23385,27436,25001,20,16,1472,1,60,0.2648,0.3106,0.8523,2,Olaf
9,3,9,27400,36636,26940,23,34,1813,1,33,0.2519,0.3368,0.7479,203,Kindred
1,1,4,3646,13440,9454,1,8,942,1,15,0.0645,0.2378,0.2713,28,Evelynn
6,7,10,17712,56211,34470,26,45,1932,1,22,0.1528,0.4849,0.3151,876,Lillia
11,3,6,16185,27052,12806,28,22,1523,1,21,0.1771,0.2960,0.5983,78,Poppy
9,7,9,28694,40603,15634,51,45,2136,1,45,0.2239,0.3168,0.7067,102,Shyvana
14,4,8,26778,28372,16581,16,20,1603,1,15,0.2784,0.2950,0.9438,28,Evelynn
2,2,4,3422,19619,12628,3,15,1234,1,4,0.0462,0.2650,0.1744,11,MasterYi
0,1,4,3495,16605,13398,4,24,973,1,35,0.0599,0.2844,0.2105,9,Fiddlesticks
7,3,8,22512,42852,22768,37,46,1969,1,26,0.1906,0.3627,0.5253,106,Volibear
11,5,9,26417,46506,24398,40,47,2071,1,1,0.2126,0.3743,0.5680,64,LeeSin
7,3,8,17363,33141,20494,26,23,1851,1,26,0.1563,0.2984,0.5239,106,Volibear
9,2,9,28543,35266,20552,78,39,2061,1,2,0.2308,0.2852,0.8094,104,Graves
15,2,8,31025,38289,23387,15,19,1768,1,1,0.2925,0.3609,0.8103,64,LeeSin
10,3,11,16039,37641,24052,43,19,1688,1,1,0.1584,0.3717,0.4261,64,LeeSin
4,2,7,8631,20299,9105,27,25,1292,1,55,0.1113,0.2619,0.4252,14,Sion
7,5,5,16112,33905,17564,38,38,1918,1,4,0.1400,0.2946,0.4752,11,MasterYi
9,4,5,15971,36216,36567,20,46,1829,1,12,0.1455,0.3300,0.4410,233,Briar
4,2,9,18747,26478,16803,23,34,1775,1,2,0.1760,0.2486,0.7080,104,Graves
5,1,5,9995,13529,9092,3,14,986,1,28,0.1689,0.2287,0.7388,60,Elise
12,3,16,34653,32793,24259,36,52,1898,1,6,0.3043,0.2880,1.0567,76,Nidalee
13,1,4,16134,22966,13602,28,25,1232,1,1,0.2183,0.3107,0.7025,64,LeeSin
0,0,0,0,442,258,0,0,112,1,11,0.0000,0.0658,0.0000,254,Vi
8,4,6,11790,29533,17010,37,18,1540,1,10,0.1276,0.3196,0.3992,141,Kayn
4,1,5,8809,26161,17069,1,18,1350,1,40,0.1088,0.3230,0.3367,77,Udyr
3,1,1,4926,13951,7918,5,8,929,1,1,0.0884,0.2503,0.3531,64,LeeSin
3,1,2,5763,18352,11347,13,14,1178,1,8,0.0815,0.2596,0.3140,245,Ekko
4,3,13,15903,35880,22066,19,24,1759,1,5,0.1507,0.3400,0.4432,56,Nocturne
13,2,9,21100,29445,18567,15,16,1659,1,6,0.2120,0.2958,0.7166,76,Nidalee
9,9,10,20108,51159,20982,20,35,2145,1,57,0.1562,0.3975,0.3930,122,Darius
1,0,8,3485,16690,11531,5,18,1348,1,11,0.0431,0.2064,0.2088,254,Vi
6,2,7,13536,21981,12710,17,26,1359,1,8,0.1660,0.2696,0.6158,245,Ekko
10,7,8,31471,33736,17864,75,20,1671,1,4,0.3139,0.3365,0.9329,11,MasterYi
0,2,0,615,10467,7112,2,11,759,1,35,0.0135,0.2298,0.0588,9,Fiddlesticks
1,2,5,4503,12134,5867,16,14,1120,1,17,0.0670,0.1806,0.3711,163,Taliyah
17,11,8,67021,46509,11117,62,23,2664,1,30,0.4193,0.2910,1.4410,131,Diana
1,0,2,4805,12360,15223,9,10,940,1,12,0.0852,0.2191,0.3888,233,Briar
6,5,10,14029,20913,9854,25,26,1444,1,1,0.1619,0.2414,0.6708,64,LeeSin
27,7,12,55026,43813,23852,81,54,2236,1,2,0.4102,0.3266,1.2559,104,Graves
3,6,13,25572,64552,42156,8,48,2433,1,46,0.1752,0.4422,0.3961,48,Trundle
7,7,16,12706,35082,16253,16,43,1831,1,1,0.1157,0.3193,0.3622,64,LeeSin
12,4,12,19753,34589,15704,33,33,1858,1,5,0.1772,0.3103,0.5711,56,Nocturne
12,3,1,22977,36372,20051,30,32,1917,1,8,0.1998,0.3162,0.6317,245,Ekko
2,2,14,8767,21773,12768,17,14,1443,1,13,0.1013,0.2515,0.4027,59,JarvanIV
17,3,11,36033,47576,28350,68,21,1957,1,37,0.3069,0.4052,0.7574,120,Hecarim
1,1,7,7316,17750,12537,11,17,1226,1,29,0.0995,0.2413,0.4122,79,Gragas
2,5,10,8199,37447,19401,30,38,2377,1,21,0.0575,0.2626,0.2189,78,Poppy
2,4,5,5613,17848,7934,31,16,1553,1,21,0.0602,0.1915,0.3145,78,Poppy
20,3,6,35703,58816,33280,56,31,2421,1,1,0.2458,0.4049,0.6070,64,LeeSin
3,3,5,2615,11558,6136,4,10,983,1,1,0.0443,0.1960,0.2263,64,LeeSin
7,4,15,15024,43667,23438,26,27,1908,1,37,0.1312,0.3814,0.3441,120,Hecarim
9,9,22,33804,61698,30441,35,27,2444,1,6,0.2305,0.4207,0.5479,76,Nidalee
5,4,6,10191,20178,8436,7,25,1458,1,7,0.1165,0.2307,0.5051,35,Shaco
12,1,8,19494,20375,13536,37,11,1373,1,1,0.2366,0.2473,0.9568,64,LeeSin
9,10,14,42184,44404,10496,67,62,2997,1,65,0.2346,0.2469,0.9500,143,Zyra
14,3,7,26456,27473,15634,23,30,1577,1,1,0.2796,0.2904,0.9630,64,LeeSin
4,1,4,5122,6068,3380,24,13,982,1,17,0.0869,0.1030,0.8441,163,Taliyah
8,5,10,12789,21151,10283,18,22,1348,1,5,0.1581,0.2615,0.6047,56,Nocturne
10,4,16,25984,32740,16740,17,30,2102,1,13,0.2060,0.2596,0.7936,59,JarvanIV
11,6,13,28670,21110,12085,40,24,1469,1,33,0.3253,0.2395,1.3581,203,Kindred
7,3,12,27054,27535,13446,19,33,1582,1,14,0.2850,0.2901,0.9825,517,Sylas
6,8,12,18860,40309,20157,21,26,2012,1,6,0.1562,0.3339,0.4679,76,Nidalee
6,1,13,13628,23547,16982,28,28,1478,1,6,0.1537,0.2655,0.5788,76,Nidalee
12,6,11,24480,40913,19166,33,34,2257,1,1,0.1808,0.3021,0.5983,64,LeeSin
7,0,3,9557,14286,9366,14,27,1455,1,7,0.1095,0.1636,0.6690,35,Shaco
7,4,11,21715,32887,16256,25,41,1901,1,14,0.1904,0.2883,0.6603,517,Sylas
6,5,10,14652,26637,12296,51,32,1723,1,13,0.1417,0.2577,0.5501,59,JarvanIV
12,0,3,19431,24462,12728,36,38,1843,1,7,0.1757,0.2212,0.7943,35,Shaco
12,11,14,30828,62360,27691,100,52,2981,1,3,0.1724,0.3487,0.4944,234,Viego
2,6,15,18311,20242,2019,25,37,2050,1,96,0.1489,0.1646,0.9046,22,Ashe
14,1,4,27502,30229,20125,56,29,1704,1,3,0.2690,0.2957,0.9098,234,Viego
11,1,9,21497,25411,15169,16,10,1600,1,5,0.2239,0.2647,0.8460,56,Nocturne
9,2,5,12148,17931,11100,16,16,1137,1,19,0.1781,0.2628,0.6775,200,Belveth
4,6,5,12150,28115,13883,21,10,1315,1,10,0.1540,0.3563,0.4322,141,Kayn
0,0,0,0,157,145,0,0,112,1,17,0.0000,0.0234,0.0000,163,Taliyah
2,1,0,2449,8566,5272,0,7,618,1,4,0.0660,0.2310,0.2859,11,MasterYi
9,1,3,13399,30064,22881,22,27,1527,1,41,0.1462,0.3281,0.4457,107,Rengar
4,2,4,4988,11543,5934,4,9,794,1,10,0.1047,0.2423,0.4321,141,Kayn
1,10,5,15163,41573,16071,39,32,1985,1,45,0.1273,0.3491,0.3647,102,Shyvana
9,5,9,28578,36373,19975,34,31,2153,1,16,0.2212,0.2816,0.7857,63,Brand
8,14,9,27780,64377,18557,35,29,2896,1,36,0.1599,0.3705,0.4315,32,Amumu
7,0,3,6477,12867,8445,19,8,1064,1,53,0.1015,0.2016,0.5034,887,Gwen
4,1,2,4823,11758,7887,9,10,976,1,70,0.0824,0.2008,0.4102,6,Urgot
9,1,4,9313,9024,4719,5,5,647,1,4,0.2399,0.2325,1.0320,11,MasterYi
2,7,13,16555,42510,19647,30,18,1990,1,53,0.1387,0.3560,0.3894,887,Gwen
8,3,4,11976,26281,14371,9,10,1218,1,53,0.1639,0.3596,0.4557,887,Gwen
10,10,12,25139,55965,21757,47,19,2301,1,40,0.1821,0.4054,0.4492,77,Udyr
7,3,2,4617,15942,10383,6,15,1096,1,5,0.0702,0.2424,0.2896,56,Nocturne
0,2,7,6140,18005,11947,8,10,1180,1,9,0.0867,0.2543,0.3410,121,Khazix
3,1,0,2323,7259,4588,0,8,665,1,24,0.0582,0.1819,0.3200,33,Rammus
10,9,11,15094,32890,15343,16,20,1429,1,23,0.1760,0.3836,0.4589,19,Warwick
4,1,4,7772,29337,19671,31,32,1693,1,8,0.0765,0.2888,0.2649,245,Ekko
6,9,23,30412,58213,26988,18,21,2356,1,26,0.2151,0.4118,0.5224,106,Volibear
9,4,2,10212,19839,11357,8,14,1320,1,9,0.1289,0.2505,0.5147,121,Khazix
3,6,8,6931,34116,17737,13,18,1601,1,10,0.0722,0.3552,0.2032,141,Kayn
4,3,7,8538,22570,12967,8,7,1240,1,5,0.1148,0.3034,0.3783,56,Nocturne
10,9,15,24246,47726,17801,36,40,2140,1,1,0.1888,0.3717,0.5080,64,LeeSin
19,8,16,34275,32560,18760,24,28,1772,1,6,0.3224,0.3062,1.0527,76,Nidalee
12,4,3,16165,15239,7131,14,16,1055,1,7,0.2554,0.2407,1.0608,35,Shaco
5,8,17,15108,41191,15747,23,29,1724,1,26,0.1461,0.3982,0.3668,106,Volibear
7,4,8,13048,18851,9271,8,5,1026,1,25,0.2120,0.3062,0.6922,30,Karthus
5,0,1,4132,9459,6441,0,5,638,1,9,0.1079,0.2471,0.4368,121,Khazix
4,5,5,11266,23673,10044,19,17,1504,1,30,0.1248,0.2623,0.4759,131,Diana
4,0,2,3553,6993,5039,2,9,645,1,26,0.0918,0.1807,0.5081,106,Volibear
4,2,7,10145,16995,11007,5,13,1127,1,26,0.1500,0.2513,0.5969,106,Volibear
3,4,16,19273,34323,17755,16,16,1632,1,26,0.1968,0.3505,0.5615,106,Volibear
5,4,6,16623,25959,15450,41,21,1802,1,2,0.1537,0.2401,0.6404,104,Graves
9,4,10,24185,37207,22188,73,20,1932,1,1,0.2086,0.3210,0.6500,64,LeeSin
7,3,9,14261,29344,16365,68,29,1706,1,19,0.1393,0.2867,0.4860,200,Belveth
4,2,3,5391,15823,8956,8,19,1196,1,7,0.0751,0.2205,0.3407,35,Shaco
5,4,6,11032,18313,9244,24,26,1648,1,70,0.1116,0.1852,0.6024,6,Urgot
10,2,11,22108,39804,68426,37,51,1881,1,18,0.1959,0.3527,0.5554,154,Zac
10,5,5,15506,36464,20221,26,25,1681,1,1,0.1537,0.3615,0.4252,64,LeeSin
10,11,6,35989,44440,19692,37,31,2543,1,3,0.2359,0.2913,0.8098,234,Viego
6,0,1,4113,6968,5396,4,6,612,1,2,0.1120,0.1898,0.5903,104,Graves
5,7,9,14786,31035,14788,20,22,1769,1,27,0.1393,0.2924,0.4764,24,Jax
14,1,10,28594,32171,19598,31,33,1571,1,40,0.3034,0.3413,0.8888,77,Udyr
11,2,7,20071,35169,26618,26,24,1476,1,22,0.2266,0.3971,0.5707,876,Lillia
3,7,13,10830,35324,15205,23,30,1941,1,1,0.0930,0.3033,0.3066,64,LeeSin
4,8,9,9650,36612,20177,36,41,1964,1,19,0.0819,0.3107,0.2636,200,Belveth
6,3,8,7485,23632,14711,14,17,1497,1,24,0.0833,0.2631,0.3167,33,Rammus
4,1,9,15062,23240,16704,10,19,1224,1,25,0.2051,0.3164,0.6481,30,Karthus
17,9,4,40814,42904,21339,93,28,2310,1,2,0.2945,0.3096,0.9513,104,Graves
3,7,5,8043,16141,5521,12,4,998,1,36,0.1343,0.2696,0.4983,32,Amumu
0,1,2,621,9183,7272,1,3,624,1,32,0.0166,0.2453,0.0676,20,Nunu
11,5,7,16439,21485,11585,13,18,1380,1,31,0.1985,0.2595,0.7651,421,RekSai
14,4,16,23254,39021,25658,31,36,1856,1,1,0.2088,0.3504,0.5959,64,LeeSin
20,8,11,37541,49423,16931,39,42,2205,1,39,0.2838,0.3736,0.7596,91,Talon
9,4,7,21226,21599,7654,28,25,1723,1,30,0.2053,0.2089,0.9827,131,Diana
3,2,5,5843,15112,8959,7,16,960,1,6,0.1014,0.2624,0.3866,76,Nidalee
9,9,16,20521,25866,7107,14,33,1780,1,63,0.1921,0.2422,0.7934,246,Qiyana
14,1,5,19492,16244,9372,21,16,1221,1,47,0.2661,0.2217,1.2000,68,Rumble
9,5,3,20267,22864,25025,43,14,1493,1,12,0.2262,0.2552,0.8864,233,Briar
27,8,8,63023,50044,22456,55,28,2033,1,10,0.5167,0.4103,1.2594,141,Kayn
19,6,16,41876,34730,15530,12,32,2167,1,1,0.3221,0.2671,1.2058,64,LeeSin
3,4,19,16779,34771,19726,27,38,1649,1,38,0.1696,0.3514,0.4826,57,Maokai
10,2,8,14274,17486,10429,10,25,1232,1,20,0.1931,0.2366,0.8163,5,XinZhao
1,7,2,5567,21414,8326,17,10,1288,1,19,0.0720,0.2771,0.2600,200,Belveth
7,0,3,9272,20880,13360,18,25,1629,1,70,0.0949,0.2136,0.4441,6,Urgot
10,2,2,8201,12004,5843,14,18,1177,1,70,0.1161,0.1700,0.6832,6,Urgot
11,1,1,12017,27301,14866,21,19,1348,1,8,0.1486,0.3375,0.4402,245,Ekko
2,2,18,13328,26902,17395,30,20,1685,1,38,0.1318,0.2661,0.4954,57,Maokai
8,3,11,20060,26749,15062,36,20,1497,1,3,0.2233,0.2978,0.7499,234,Viego
14,1,11,19966,27853,17556,22,33,1821,1,3,0.1827,0.2549,0.7168,234,Viego
7,4,5,15068,30400,17338,16,48,1749,1,1,0.1436,0.2897,0.4957,64,LeeSin
10,7,12,27296,34169,15037,30,46,1850,1,35,0.2459,0.3078,0.7989,9,Fiddlesticks
7,7,9,14036,38223,17300,21,36,1753,1,1,0.1334,0.3634,0.3672,64,LeeSin
4,2,4,11113,16885,9715,5,10,1193,1,25,0.1553,0.2359,0.6582,30,Karthus
6,2,8,8561,17308,11607,7,18,1197,1,46,0.1192,0.2410,0.4946,48,Trundle
6,4,4,9197,14696,8447,4,18,940,1,4,0.1631,0.2606,0.6258,11,MasterYi
12,3,10,20466,24482,13005,46,22,1418,1,10,0.2406,0.2878,0.8360,141,Kayn
6,3,4,5079,17856,12189,29,22,1049,1,32,0.0807,0.2837,0.2844,20,Nunu
7,7,17,19766,35630,15039,34,22,1928,1,35,0.1709,0.3080,0.5548,9,Fiddlesticks
6,0,10,11809,15005,8295,22,29,1562,1,21,0.1260,0.1601,0.7870,78,Poppy
13,3,15,39231,37211,20763,50,33,2258,1,7,0.2896,0.2747,1.0543,35,Shaco
3,0,1,3681,17978,11950,53,20,1409,1,40,0.0435,0.2127,0.2048,77,Udyr
2,1,1,1857,11376,7110,16,17,965,1,40,0.0321,0.1965,0.1632,77,Udyr
7,4,17,19256,26008,15863,30,23,1559,1,38,0.2059,0.2780,0.7404,57,Maokai
13,3,4,17351,26690,14126,65,27,1878,1,2,0.1540,0.2369,0.6501,104,Graves
10,3,8,17789,29154,17958,26,17,1860,1,33,0.1594,0.2612,0.6102,203,Kindred
10,3,5,16721,21365,9585,31,20,1197,1,39,0.2328,0.2975,0.7826,91,Talon
6,0,0,7169,8633,3819,2,15,928,1,54,0.1288,0.1550,0.8304,518,Neeko
6,4,11,22775,35058,19627,48,31,1836,1,6,0.2067,0.3182,0.6496,76,Nidalee
8,6,5,15558,18768,9463,6,16,1330,1,4,0.1950,0.2352,0.8290,11,MasterYi
14,6,10,24718,33897,16639,24,10,1719,1,29,0.2397,0.3287,0.7292,79,Gragas
6,1,8,10120,15627,8851,16,11,1231,1,11,0.1370,0.2116,0.6476,254,Vi
8,3,13,13521,32162,20770,40,22,1561,1,38,0.1444,0.3434,0.4204,57,Maokai
3,3,11,16286,33781,16798,25,31,1677,1,8,0.1619,0.3357,0.4821,245,Ekko
3,4,12,13231,24684,10117,17,20,1604,1,54,0.1375,0.2565,0.5360,518,Neeko
4,3,10,19071,36081,18866,45,23,2187,1,14,0.1453,0.2750,0.5286,517,Sylas
7,1,11,12035,19812,12675,23,18,1353,1,5,0.1483,0.2441,0.6075,56,Nocturne
7,2,12,13829,24380,12993,32,41,1730,1,4,0.1332,0.2349,0.5672,11,MasterYi
10,6,3,19380,20458,8443,37,19,1592,1,4,0.2029,0.2142,0.9473,11,MasterYi
7,2,8,12862,23814,11458,11,14,1470,1,15,0.1458,0.2700,0.5401,28,Evelynn
9,8,19,45150,51242,27574,54,36,2311,1,6,0.3256,0.3696,0.8811,76,Nidalee
5,3,4,7167,11276,7211,9,19,954,1,23,0.1252,0.1970,0.6356,19,Warwick
0,5,6,5834,22263,12421,14,25,1228,1,22,0.0792,0.3022,0.2620,876,Lillia
6,14,12,28085,55819,21457,41,32,2300,1,40,0.2035,0.4045,0.5031,77,Udyr
7,5,13,15545,23585,9093,9,35,1820,1,21,0.1424,0.2160,0.6591,78,Poppy
10,6,13,28093,36863,19280,25,22,2247,1,3,0.2084,0.2734,0.7621,234,Viego
12,5,15,41972,46825,23512,29,22,2230,1,24,0.3137,0.3500,0.8964,33,Rammus
17,2,9,29363,27316,17002,49,37,1913,1,6,0.2558,0.2380,1.0749,76,Nidalee
2,3,7,7685,13013,4870,13,20,1007,1,45,0.1272,0.2154,0.5906,102,Shyvana
22,6,10,43155,56731,34031,40,38,2313,1,6,0.3110,0.4088,0.7607,76,Nidalee
16,6,7,26146,34922,19174,43,51,1986,1,33,0.2194,0.2931,0.7487,203,Kindred
13,9,11,25627,40054,14176,23,31,1796,1,14,0.2378,0.3717,0.6398,517,Sylas
10,4,9,40641,34000,21762,66,14,1868,1,73,0.3626,0.3034,1.1953,83,Yorick
8,2,9,14185,24555,12537,16,23,1407,1,14,0.1680,0.2909,0.5777,517,Sylas
10,2,10,28126,39588,23697,57,29,1848,1,5,0.2537,0.3570,0.7105,56,Nocturne
11,1,3,10762,16659,9399,29,7,1152,1,43,0.1557,0.2410,0.6460,62,MonkeyKing
17,8,23,42391,45180,19259,47,54,2248,1,11,0.3143,0.3350,0.9383,254,Vi
8,3,8,14405,26832,15096,21,26,1520,1,1,0.1579,0.2942,0.5369,64,LeeSin
21,2,8,38201,31995,18918,23,25,1644,1,9,0.3873,0.3244,1.1940,121,Khazix
8,0,10,10298,24503,15190,12,31,1485,1,10,0.1156,0.2750,0.4203,141,Kayn
11,6,2,18654,29148,13103,66,27,1758,1,4,0.1768,0.2763,0.6400,11,MasterYi
10,1,12,17688,27625,18986,32,30,1579,1,5,0.1867,0.2916,0.6403,56,Nocturne
2,0,17,9784,26354,37727,13,23,1597,1,18,0.1021,0.2750,0.3713,154,Zac
4,3,21,24311,45565,60548,50,52,2390,1,18,0.1695,0.3177,0.5335,154,Zac
6,1,6,10702,12697,7543,29,23,1171,1,13,0.1523,0.1807,0.8429,59,JarvanIV
5,0,5,6412,11602,7656,27,7,934,1,33,0.1144,0.2070,0.5527,203,Kindred
7,2,6,11508,18317,8416,19,40,1617,1,7,0.1186,0.1888,0.6283,35,Shaco
5,0,4,7306,11505,6422,17,18,961,1,5,0.1267,0.1995,0.6350,56,Nocturne
6,3,7,15849,27393,17087,9,19,1443,1,15,0.1831,0.3164,0.5786,28,Evelynn
7,5,7,12714,19560,7355,8,12,1423,1,30,0.1489,0.2291,0.6500,131,Diana
10,10,12,46440,41125,16557,70,59,2195,1,2,0.3526,0.3123,1.1292,104,Graves
6,6,6,17440,32715,13967,66,31,1936,1,8,0.1501,0.2816,0.5331,245,Ekko
14,2,10,29920,29689,21395,46,59,2255,1,3,0.2211,0.2194,1.0078,234,Viego
4,1,8,5100,12195,6841,3,10,986,1,11,0.0862,0.2061,0.4182,254,Vi
11,8,19,32178,62639,26321,37,41,2538,1,5,0.2113,0.4113,0.5137,56,Nocturne
11,9,14,34068,46350,16259,34,76,2675,1,28,0.2123,0.2888,0.7350,60,Elise
4,0,3,4015,12583,8770,17,11,947,1,15,0.0707,0.2215,0.3191,28,Evelynn
4,5,6,10923,29284,16354,16,25,1659,1,1,0.1097,0.2942,0.3730,64,LeeSin
8,6,17,36689,30443,11122,25,35,2080,1,17,0.2940,0.2439,1.2052,163,Taliyah
13,3,12,32587,41907,32480,29,36,1891,1,6,0.2872,0.3694,0.7776,76,Nidalee
5,3,11,10377,19870,11698,7,12,1150,1,32,0.1504,0.2880,0.5222,20,Nunu
19,11,13,43393,71467,28956,45,56,2640,1,1,0.2739,0.4512,0.6072,64,LeeSin
7,2,8,13126,25138,16447,29,36,1527,1,2,0.1433,0.2744,0.5222,104,Graves
13,2,10,27985,32003,18620,10,30,1743,1,9,0.2676,0.3060,0.8744,121,Khazix
7,2,13,26787,28958,15682,15,38,1773,1,16,0.2518,0.2722,0.9250,63,Brand
3,3,8,11333,23780,15414,12,24,1469,1,6,0.1286,0.2698,0.4766,76,Nidalee
17,2,15,46060,34403,25301,35,44,1962,1,6,0.3913,0.2922,1.3388,76,Nidalee
1,8,11,20920,28434,9962,18,29,1823,1,48,0.1913,0.2600,0.7357,17,Teemo
14,6,6,20066,26073,8279,39,38,2013,1,88,0.1661,0.2159,0.7696,92,Riven
4,2,6,6916,18007,11728,7,18,940,1,1,0.1226,0.3193,0.3841,64,LeeSin
4,4,15,8703,22264,15240,10,9,1288,1,38,0.1126,0.2881,0.3909,57,Maokai
0,0,0,0,285,230,0,0,114,1,2,0.0000,0.0417,0.0000,104,Graves
9,6,13,21446,62810,36909,32,37,2202,1,23,0.1623,0.4754,0.3414,19,Warwick
12,4,3,18038,24600,12937,16,24,1456,1,4,0.2065,0.2816,0.7333,11,MasterYi
12,1,14,33702,15820,8855,28,32,1630,1,107,0.3446,0.1618,2.1303,43,Karma
1,2,4,5491,10235,5921,1,5,589,1,6,0.1554,0.2896,0.5365,76,Nidalee
10,1,3,15139,23321,14976,8,21,1336,1,9,0.1889,0.2909,0.6492,121,Khazix
9,14,12,37838,49134,37181,62,37,2325,1,12,0.2712,0.3522,0.7701,233,Briar
9,0,5,16344,25508,19362,76,36,1593,1,5,0.1710,0.2669,0.6407,56,Nocturne
3,2,3,5270,21261,16921,13,21,1345,1,23,0.0653,0.2635,0.2479,19,Warwick
10,4,9,33390,29801,12901,54,29,1961,1,16,0.2838,0.2533,1.1204,63,Brand
5,0,0,3698,16795,12001,2,13,948,1,4,0.0650,0.2953,0.2202,11,MasterYi
4,3,4,9709,19674,12241,24,30,1327,1,5,0.1219,0.2471,0.4935,56,Nocturne
16,4,10,36651,62586,44889,50,22,2292,1,22,0.2665,0.4551,0.5856,876,Lillia
5,3,10,15936,32993,19078,40,30,1784,1,27,0.1489,0.3082,0.4830,24,Jax
8,3,8,13891,19854,10953,36,20,1423,1,5,0.1627,0.2325,0.6997,56,Nocturne
7,7,6,20028,48876,29337,24,52,2007,1,22,0.1663,0.4059,0.4098,876,Lillia
5,5,11,11549,29277,13442,21,32,1657,1,36,0.1162,0.2945,0.3945,32,Amumu
8,3,18,17463,30866,16270,36,33,2091,1,11,0.1392,0.2460,0.5658,254,Vi
6,4,9,16351,22687,12987,13,12,1364,1,2,0.1998,0.2772,0.7207,104,Graves
9,3,18,16393,33466,14696,42,34,1775,1,13,0.1539,0.3142,0.4898,59,JarvanIV
7,4,10,13732,21858,12543,28,23,1365,1,2,0.1677,0.2669,0.6282,104,Graves
7,11,17,46977,46823,17629,69,43,2594,1,30,0.3018,0.3008,1.0033,131,Diana
11,5,13,21138,42248,25765,23,18,1600,1,10,0.2202,0.4401,0.5003,141,Kayn
20,6,7,33711,37432,19855,43,31,1563,1,3,0.3595,0.3991,0.9006,234,Viego
6,0,2,4122,10489,7343,8,14,936,1,2,0.0734,0.1868,0.3930,104,Graves
8,6,12,16914,26488,10958,12,35,1829,1,7,0.1541,0.2414,0.6386,35,Shaco
11,3,8,23237,28435,17403,38,29,1845,1,2,0.2099,0.2569,0.8172,104,Graves
24,9,17,53006,51042,25033,41,40,2323,1,20,0.3803,0.3662,1.0385,5,XinZhao
8,5,12,31902,27790,10830,47,29,2050,1,59,0.2594,0.2259,1.1480,950,Naafiri
5,7,12,11054,42537,17989,13,30,2011,1,1,0.0916,0.3525,0.2599,64,LeeSin
7,4,10,21557,33391,23294,22,54,1810,1,35,0.1985,0.3075,0.6456,9,Fiddlesticks
14,7,17,32706,53739,30352,65,43,2089,1,20,0.2609,0.4287,0.6086,5,XinZhao
6,2,11,14523,18369,11384,15,30,1661,1,1,0.1457,0.1843,0.7906,64,LeeSin
12,3,13,27957,32395,18484,49,40,1918,1,2,0.2429,0.2815,0.8630,104,Graves
13,6,9,27129,27921,13560,25,26,1774,1,7,0.2549,0.2623,0.9716,35,Shaco
1,3,1,3515,14358,8993,4,15,1167,1,7,0.0502,0.2051,0.2448,35,Shaco
0,0,0,339,3304,2550,0,1,281,1,1,0.0201,0.1960,0.1026,64,LeeSin
3,2,1,3849,12622,7824,10,15,991,1,15,0.0647,0.2123,0.3049,28,Evelynn
12,2,1,10137,12595,5731,10,28,1237,1,7,0.1366,0.1697,0.8048,35,Shaco
8,5,7,18199,25322,11929,6,23,1403,1,14,0.2162,0.3008,0.7187,517,Sylas
16,8,7,30278,33675,16829,44,40,2001,1,2,0.2522,0.2805,0.8991,104,Graves
13,8,11,49865,57381,28302,38,47,2451,1,33,0.3391,0.3902,0.8690,203,Kindred
16,0,6,21106,15375,10033,38,23,1356,1,4,0.2594,0.1890,1.3727,11,MasterYi
3,4,14,17645,24399,12467,22,37,1927,1,21,0.1526,0.2110,0.7232,78,Poppy
9,4,17,22178,27720,13131,24,13,1871,1,11,0.1976,0.2469,0.8001,254,Vi
14,4,5,19161,20978,10713,21,21,1430,1,4,0.2233,0.2445,0.9134,11,MasterYi
11,9,7,16322,40194,10638,49,24,2384,1,11,0.1141,0.2810,0.4061,254,Vi
10,4,10,27499,41528,60352,61,23,2156,1,12,0.2126,0.3210,0.6622,233,Briar
7,3,1,7653,16769,16803,14,11,974,1,12,0.1310,0.2869,0.4564,233,Briar
