kills,deaths,assists,dealt,taken,heals,cs,vision,duration,win,opscore,dealt_per_minute,taken_per_minute,dealt_per_taken,champCode,id
14,4,8,23958,26231,14256,40,32,1720,1,2,0.2322,0.2542,0.9133,104,Graves
11,4,9,22587,35100,21419,15,32,1615,1,20,0.2331,0.3622,0.6435,5,XinZhao
3,2,18,11145,25917,14191,33,33,2020,1,13,0.0920,0.2138,0.4300,59,JarvanIV
10,8,17,29376,50129,27467,30,42,2107,1,22,0.2324,0.3965,0.5860,876,Lillia
14,11,14,27722,39013,15786,18,31,1860,1,14,0.2484,0.3496,0.7106,517,Sylas
8,6,6,16734,33651,18994,14,29,1731,1,1,0.1611,0.3240,0.4973,64,LeeSin
4,3,4,7478,17087,9216,13,24,1566,1,16,0.0796,0.1819,0.4376,63,Brand
4,4,8,13984,43862,28325,25,29,1859,1,37,0.1254,0.3932,0.3188,120,Hecarim
11,3,12,18599,38792,62701,45,23,1796,1,18,0.1726,0.3600,0.4795,154,Zac
6,2,8,10923,15613,9895,14,20,1280,1,28,0.1422,0.2033,0.6996,60,Elise
13,3,6,31889,41124,22644,56,32,2260,1,2,0.2352,0.3033,0.7754,104,Graves
4,4,16,21581,37311,18779,24,48,2162,1,11,0.1664,0.2876,0.5784,254,Vi
9,6,11,23014,34811,19837,19,40,1773,1,6,0.2163,0.3272,0.6611,76,Nidalee
13,4,17,28357,28670,15865,49,38,1826,1,2,0.2588,0.2617,0.9891,104,Graves
13,1,16,26284,34020,21929,43,18,1530,1,3,0.2863,0.3706,0.7726,234,Viego
7,1,10,15905,17132,10789,13,18,1354,1,16,0.1958,0.2109,0.9284,63,Brand
12,7,9,30957,43675,20350,34,34,2265,1,6,0.2278,0.3214,0.7088,76,Nidalee
4,4,1,5864,13274,6939,3,10,1103,1,8,0.0886,0.2006,0.4418,245,Ekko
3,1,8,4839,11301,7981,4,10,952,1,24,0.0847,0.1978,0.4282,33,Rammus
4,3,12,16661,38813,19772,47,35,2192,1,5,0.1267,0.2951,0.4293,56,Nocturne
2,1,2,3804,12856,7670,5,16,945,1,15,0.0671,0.2267,0.2959,28,Evelynn
11,5,6,34977,27721,14080,81,42,1840,1,2,0.3168,0.2511,1.2618,104,Graves
7,2,13,11562,18034,9790,21,27,1353,1,13,0.1424,0.2221,0.6411,59,JarvanIV
17,4,6,39433,35146,21491,77,38,1833,1,2,0.3585,0.3196,1.1220,104,Graves
6,5,7,12036,25532,16630,15,17,1317,1,33,0.1523,0.3231,0.4714,203,Kindred
7,1,4,10662,24317,12822,29,15,1660,1,43,0.1070,0.2441,0.4385,62,MonkeyKing
10,4,10,27456,31650,16009,50,31,2361,1,5,0.1938,0.2234,0.8675,56,Nocturne
6,4,8,20549,26920,12996,40,42,1798,1,17,0.1905,0.2495,0.7633,163,Taliyah
2,1,1,2505,12286,9157,6,15,937,1,4,0.0446,0.2185,0.2039,11,MasterYi
6,4,9,16544,38954,23734,14,25,2180,1,23,0.1265,0.2978,0.4247,19,Warwick
3,9,7,8282,23459,16818,15,11,1433,1,12,0.0963,0.2728,0.3530,233,Briar
4,4,7,6239,19706,8782,4,15,1231,1,8,0.0845,0.2668,0.3166,245,Ekko
0,3,0,730,15362,7767,11,10,1329,1,10,0.0092,0.1927,0.0475,141,Kayn
9,3,10,18615,23175,11753,20,18,1269,1,1,0.2445,0.3044,0.8032,64,LeeSin
13,3,4,21617,24092,12207,37,30,1653,1,2,0.2180,0.2429,0.8973,104,Graves
8,3,8,18607,21816,11574,29,29,1657,1,1,0.1872,0.2194,0.8529,64,LeeSin
6,2,7,14154,24014,12788,23,25,1383,1,8,0.1706,0.2894,0.5894,245,Ekko
12,2,8,29139,36845,24787,50,12,1406,1,10,0.3454,0.4368,0.7909,141,Kayn
8,0,6,11178,13059,8749,7,20,914,1,6,0.2038,0.2381,0.8560,76,Nidalee
23,1,9,35865,34886,22375,26,25,1638,1,6,0.3649,0.3550,1.0281,76,Nidalee
10,2,9,22565,25678,16320,44,19,1686,1,3,0.2231,0.2538,0.8788,234,Viego
12,9,9,38843,59441,24345,26,47,2227,1,14,0.2907,0.4449,0.6535,517,Sylas
14,4,12,22070,24014,14441,51,46,1824,1,2,0.2017,0.2194,0.9190,104,Graves
3,1,5,4880,15922,11923,17,24,975,1,35,0.0834,0.2722,0.3065,9,Fiddlesticks
6,5,13,17501,29609,15279,7,22,1440,1,20,0.2026,0.3427,0.5911,5,XinZhao
7,3,11,15774,27406,13927,9,21,1580,1,15,0.1664,0.2891,0.5756,28,Evelynn
3,1,11,13940,20871,11682,27,35,1601,1,2,0.1451,0.2173,0.6679,104,Graves
9,3,17,16199,20927,11067,19,27,1534,1,2,0.1760,0.2274,0.7741,104,Graves
12,1,12,19737,33673,23950,26,40,2058,1,1,0.1598,0.2727,0.5861,64,LeeSin
7,6,6,22974,29077,11707,29,41,1954,1,28,0.1960,0.2480,0.7901,60,Elise
9,4,11,20660,22113,9730,20,41,1441,1,33,0.2390,0.2558,0.9343,203,Kindred
19,3,6,33585,31567,13738,29,30,1935,1,11,0.2893,0.2719,1.0639,254,Vi
8,4,9,12407,20372,9906,23,22,1383,1,2,0.1495,0.2455,0.6090,104,Graves
0,0,0,130,290,88,0,0,107,1,1,0.0202,0.0452,0.4483,64,LeeSin
0,0,0,0,437,174,0,0,109,1,1,0.0000,0.0668,0.0000,64,LeeSin
10,5,6,18289,35097,17647,19,28,1558,1,1,0.1956,0.3754,0.5211,64,LeeSin
9,3,12,26543,37393,25432,25,39,1807,1,1,0.2448,0.3449,0.7098,64,LeeSin
10,3,12,27260,33363,18912,64,45,2015,1,2,0.2255,0.2760,0.8171,104,Graves
7,1,9,15441,17462,11856,26,10,1250,1,29,0.2059,0.2328,0.8843,79,Gragas
2,3,11,11925,27078,16222,34,36,1616,1,31,0.1230,0.2793,0.4404,421,RekSai
1,2,12,8886,25410,13681,19,34,1750,1,1,0.0846,0.2420,0.3497,64,LeeSin
8,3,14,13466,27937,15524,30,32,1703,1,1,0.1318,0.2734,0.4820,64,LeeSin
8,1,8,14023,16551,10698,33,21,1345,1,2,0.1738,0.2051,0.8473,104,Graves
3,0,5,5237,17392,14442,29,42,1287,1,35,0.0678,0.2252,0.3011,9,Fiddlesticks
10,3,9,25010,25380,13970,44,30,1525,1,2,0.2733,0.2774,0.9854,104,Graves
3,5,13,21931,32645,15932,14,36,1741,1,5,0.2099,0.3125,0.6718,56,Nocturne
6,3,6,12019,24614,13178,18,24,1648,1,1,0.1216,0.2489,0.4883,64,LeeSin
11,1,10,19450,24282,16401,23,27,1611,1,1,0.2012,0.2512,0.8010,64,LeeSin
9,4,14,23751,42026,20700,42,36,2068,1,1,0.1914,0.3387,0.5652,64,LeeSin
12,10,5,20407,28025,7194,45,36,1781,1,4,0.1910,0.2623,0.7282,11,MasterYi
10,5,27,30995,41124,21733,36,30,2177,1,13,0.2373,0.3148,0.7537,59,JarvanIV
3,1,4,5237,16746,11406,21,20,1065,1,40,0.0820,0.2621,0.3127,77,Udyr
7,3,8,16402,28504,15558,23,49,1808,1,9,0.1512,0.2628,0.5754,121,Khazix
7,3,16,26402,41004,25314,28,29,2078,1,38,0.2118,0.3289,0.6439,57,Maokai
11,5,12,24879,31264,15024,23,29,1844,1,10,0.2249,0.2826,0.7958,141,Kayn
7,3,9,12754,21459,11851,13,22,1416,1,10,0.1501,0.2526,0.5943,141,Kayn
5,2,12,10854,17162,9122,48,26,1450,1,2,0.1248,0.1973,0.6324,104,Graves
9,2,4,9905,17320,10016,34,14,1130,1,6,0.1461,0.2555,0.5719,76,Nidalee
18,4,2,24508,27796,16023,35,25,1548,1,2,0.2639,0.2993,0.8817,104,Graves
9,4,9,13925,28055,15642,38,37,1501,1,3,0.1546,0.3115,0.4963,234,Viego
16,1,4,15111,18842,12393,29,21,1183,1,1,0.2129,0.2655,0.8020,64,LeeSin
4,2,4,9040,22503,14073,10,15,1203,1,9,0.1252,0.3118,0.4017,121,Khazix
17,11,18,57606,79853,37764,44,19,2442,1,20,0.3932,0.5450,0.7214,5,XinZhao
12,4,22,29698,41970,15150,9,17,1672,1,42,0.2960,0.4184,0.7076,72,Skarner
7,1,6,17613,24155,16165,7,22,1492,1,1,0.1967,0.2698,0.7292,64,LeeSin
18,2,13,39243,49282,33789,30,42,2084,1,1,0.3138,0.3941,0.7963,64,LeeSin
12,4,11,32639,62887,36885,31,50,2435,1,1,0.2234,0.4304,0.5190,64,LeeSin
8,3,14,21147,45121,26076,23,43,1972,1,26,0.1787,0.3813,0.4687,106,Volibear
11,10,10,36370,54980,26208,19,39,2293,1,3,0.2644,0.3996,0.6615,234,Viego
12,10,15,32762,56537,23939,17,38,2315,1,5,0.2359,0.4070,0.5795,56,Nocturne
9,1,8,13510,23612,15117,27,25,1259,1,1,0.1788,0.3126,0.5722,64,LeeSin
3,5,11,9772,26665,14327,4,18,1408,1,26,0.1157,0.3156,0.3665,106,Volibear
26,2,6,38127,35182,17612,13,22,1518,1,27,0.4186,0.3863,1.0837,24,Jax
12,5,10,19327,38678,23212,18,45,2091,1,28,0.1540,0.3083,0.4997,60,Elise
2,6,17,16272,39288,15221,38,58,2288,1,11,0.1185,0.2862,0.4142,254,Vi
5,4,4,10843,33141,15358,12,27,1550,1,26,0.1166,0.3564,0.3272,106,Volibear
14,6,7,42305,35633,16129,42,42,2139,1,2,0.3296,0.2776,1.1872,104,Graves
3,5,12,13893,50240,29008,26,35,2246,1,3,0.1031,0.3728,0.2765,234,Viego
2,8,10,11963,33857,12334,13,34,2047,1,71,0.0974,0.2757,0.3533,111,Nautilus
20,4,13,47088,61606,45735,42,30,1956,1,20,0.4012,0.5249,0.7643,5,XinZhao
9,7,10,16347,36226,17656,46,38,1997,1,3,0.1364,0.3023,0.4513,234,Viego
16,6,11,33618,48546,24593,23,30,1944,1,1,0.2882,0.4162,0.6925,64,LeeSin
17,3,7,32878,31508,17733,43,28,1964,1,28,0.2790,0.2674,1.0435,60,Elise
14,11,12,47141,61363,27892,31,32,2720,1,4,0.2889,0.3760,0.7682,11,MasterYi
8,3,15,19971,27669,17176,15,20,1422,1,1,0.2341,0.3243,0.7218,64,LeeSin
29,7,2,48346,38776,36500,39,26,1810,1,12,0.4452,0.3571,1.2468,233,Briar
15,10,24,37749,32752,12296,19,17,1734,1,47,0.3628,0.3148,1.1526,68,Rumble
1,2,5,2741,5530,2982,6,24,955,1,44,0.0478,0.0965,0.4957,427,Ivern
7,0,1,7098,10343,7063,16,13,962,1,30,0.1230,0.1792,0.6863,131,Diana
12,5,14,51373,61701,31996,71,70,2943,1,9,0.2909,0.3494,0.8326,121,Khazix
4,3,16,16004,37861,23516,31,32,1897,1,20,0.1406,0.3326,0.4227,5,XinZhao
12,3,4,24384,27473,15066,33,35,1914,1,2,0.2123,0.2392,0.8876,104,Graves
7,2,11,21591,28598,18564,12,25,1730,1,1,0.2080,0.2755,0.7550,64,LeeSin
7,5,8,20484,35773,15235,14,39,1915,1,11,0.1783,0.3113,0.5726,254,Vi
11,6,10,35348,33635,13401,68,40,2017,1,30,0.2921,0.2779,1.0509,131,Diana
3,11,23,14984,51156,23571,14,21,1899,1,32,0.1315,0.4490,0.2929,20,Nunu
13,7,9,36619,38821,16566,25,49,2043,1,47,0.2987,0.3167,0.9433,68,Rumble
7,11,7,17109,41414,20689,24,26,1961,1,6,0.1454,0.3520,0.4131,76,Nidalee
1,11,20,15003,35102,9269,36,29,2315,1,71,0.1080,0.2527,0.4274,111,Nautilus
10,3,15,21302,29907,15388,18,34,1688,1,1,0.2103,0.2953,0.7123,64,LeeSin
1,3,19,16918,31149,16098,20,51,1734,1,11,0.1626,0.2994,0.5431,254,Vi
5,1,10,6330,25677,18462,21,22,1338,1,32,0.0788,0.3198,0.2465,20,Nunu
10,3,11,39485,51755,23496,86,46,2738,1,19,0.2404,0.3150,0.7629,200,Belveth
3,1,10,9624,24092,18069,12,26,1417,1,20,0.1132,0.2834,0.3995,5,XinZhao
6,8,20,17783,43797,19097,12,29,1938,1,13,0.1529,0.3767,0.4060,59,JarvanIV
1,4,9,8686,20699,10422,12,29,1313,1,42,0.1103,0.2627,0.4196,72,Skarner
5,0,9,8697,16488,11691,5,16,1117,1,26,0.1298,0.2460,0.5275,106,Volibear
2,7,10,8716,33809,14988,14,28,1755,1,1,0.0828,0.3211,0.2578,64,LeeSin
3,1,5,9040,19759,11742,21,22,1456,1,1,0.1035,0.2262,0.4575,64,LeeSin
4,5,17,19190,41789,20038,33,44,1968,1,26,0.1625,0.3539,0.4592,106,Volibear
16,8,9,33766,40899,36490,16,28,1672,1,12,0.3366,0.4077,0.8256,233,Briar
17,7,10,40754,39014,20856,18,34,1874,1,3,0.3625,0.3470,1.0446,234,Viego
2,5,9,16109,39158,24759,18,48,2016,1,6,0.1332,0.3237,0.4114,76,Nidalee
11,16,11,42604,75014,25309,88,47,2690,1,14,0.2640,0.4648,0.5679,517,Sylas
13,8,10,29274,30342,13906,35,22,1607,1,25,0.3036,0.3147,0.9648,30,Karthus
4,7,8,10961,23708,13042,10,16,1407,1,33,0.1298,0.2808,0.4623,203,Kindred
3,4,13,11776,37732,41796,15,33,1853,1,18,0.1059,0.3394,0.3121,154,Zac
10,6,21,23267,39085,14569,22,39,2122,1,34,0.1827,0.3070,0.5953,113,Sejuani
2,4,14,12798,27654,10765,17,36,2030,1,21,0.1051,0.2270,0.4628,78,Poppy
7,7,7,18536,35007,15536,14,37,1872,1,4,0.1650,0.3117,0.5295,11,MasterYi
6,6,12,29413,39430,17935,15,47,2230,1,1,0.2198,0.2947,0.7460,64,LeeSin
5,8,15,13851,47206,25252,23,34,1925,1,31,0.1199,0.4087,0.2934,421,RekSai
12,0,8,32969,38674,29404,32,55,1687,1,1,0.3257,0.3821,0.8525,64,LeeSin
16,8,5,31036,50055,25031,21,53,2176,1,41,0.2377,0.3834,0.6200,107,Rengar
8,4,10,16265,23815,14165,18,17,1195,1,19,0.2268,0.3321,0.6830,200,Belveth
10,0,12,21760,17389,9870,24,29,1476,1,17,0.2457,0.1964,1.2514,163,Taliyah
27,5,10,82060,69747,62462,44,38,2126,1,60,0.6433,0.5468,1.1765,2,Olaf
4,5,7,12591,28844,14629,22,28,1490,1,1,0.1408,0.3226,0.4365,64,LeeSin
3,1,4,4017,16846,10967,20,29,1114,1,34,0.0601,0.2520,0.2385,113,Sejuani
10,1,3,13606,17849,12145,13,24,1164,1,1,0.1948,0.2556,0.7623,64,LeeSin
5,3,8,11894,29600,17776,14,23,1740,1,1,0.1139,0.2835,0.4018,64,LeeSin
7,7,9,23426,34616,19560,63,46,1888,1,33,0.2068,0.3056,0.6767,203,Kindred
1,0,5,2806,9592,6770,7,20,937,1,26,0.0499,0.1706,0.2925,106,Volibear
5,6,12,20909,39745,20321,14,48,1951,1,1,0.1786,0.3395,0.5261,64,LeeSin
10,1,4,9493,14170,8831,1,12,943,1,1,0.1678,0.2504,0.6699,64,LeeSin
16,8,4,23184,35403,15950,21,13,1560,1,4,0.2477,0.3782,0.6549,11,MasterYi
4,5,19,21454,49443,68318,23,45,2191,1,18,0.1632,0.3761,0.4339,154,Zac
2,2,9,14797,13309,2367,32,37,1616,1,7,0.1526,0.1373,1.1118,35,Shaco
4,5,19,37749,20771,7436,53,21,1927,1,17,0.3265,0.1796,1.8174,163,Taliyah
15,2,15,22689,37248,30474,5,30,1689,1,31,0.2239,0.3676,0.6091,421,RekSai
6,5,5,11031,40809,23757,20,34,1960,1,5,0.0938,0.3470,0.2703,56,Nocturne
8,0,5,6748,18025,14268,6,22,1217,1,1,0.0924,0.2469,0.3744,64,LeeSin
13,3,3,16132,16663,7989,12,11,1161,1,4,0.2316,0.2392,0.9681,11,MasterYi
6,10,19,23238,32711,10424,51,41,2048,1,17,0.1891,0.2662,0.7104,163,Taliyah
5,3,10,13986,28265,18881,38,50,1706,1,19,0.1366,0.2761,0.4948,200,Belveth
9,2,7,7082,28025,21199,11,30,1464,1,23,0.0806,0.3190,0.2527,19,Warwick
11,1,3,20795,21442,16539,14,43,1425,1,6,0.2432,0.2508,0.9698,76,Nidalee
5,3,8,18019,35793,22439,33,30,2072,1,29,0.1449,0.2879,0.5034,79,Gragas
2,8,7,8045,33296,14515,17,61,2166,1,3,0.0619,0.2562,0.2416,234,Viego
9,2,13,25055,28035,14282,32,42,1734,1,11,0.2408,0.2695,0.8937,254,Vi
5,0,6,12797,24641,16902,13,27,1283,1,26,0.1662,0.3201,0.5193,106,Volibear
3,6,16,8885,31611,12752,21,35,1748,1,11,0.0847,0.3014,0.2811,254,Vi
7,1,8,13754,16775,12271,17,31,1376,1,1,0.1666,0.2032,0.8199,64,LeeSin
6,3,6,15763,23735,13916,29,21,1459,1,2,0.1801,0.2711,0.6641,104,Graves
3,9,11,12210,43237,22280,37,38,1959,1,29,0.1039,0.3678,0.2824,79,Gragas
7,4,5,18908,22429,10195,24,42,1725,1,17,0.1827,0.2167,0.8430,163,Taliyah
4,8,20,25410,52655,22722,27,43,2370,1,21,0.1787,0.3703,0.4826,78,Poppy
4,3,10,13619,46149,33674,29,47,1964,1,31,0.1156,0.3916,0.2951,421,RekSai
14,6,11,33889,33852,13238,20,41,1869,1,47,0.3022,0.3019,1.0011,68,Rumble
6,10,5,23404,60731,30369,22,65,2347,1,20,0.1662,0.4313,0.3854,5,XinZhao
9,4,11,17773,33553,17228,24,37,1735,1,11,0.1707,0.3223,0.5297,254,Vi
3,13,17,14949,43571,12417,10,38,2018,1,36,0.1235,0.3599,0.3431,32,Amumu
14,5,14,31263,46768,33316,16,22,1810,1,31,0.2879,0.4306,0.6685,421,RekSai
6,5,9,15564,28717,13258,9,21,1826,1,11,0.1421,0.2621,0.5420,254,Vi
10,3,10,18343,26179,14343,12,16,1539,1,10,0.1986,0.2835,0.7007,141,Kayn
6,4,10,15545,34129,23738,20,51,1589,1,35,0.1630,0.3580,0.4555,9,Fiddlesticks
9,0,5,8958,15746,10930,12,19,924,1,26,0.1616,0.2840,0.5689,106,Volibear
9,3,9,15809,30813,16943,20,21,1495,1,5,0.1762,0.3435,0.5131,56,Nocturne
9,3,19,28785,31762,17148,11,21,1969,1,1,0.2437,0.2689,0.9063,64,LeeSin
13,4,10,30318,35791,20252,13,32,1661,1,1,0.3042,0.3591,0.8471,64,LeeSin
11,10,9,29513,43566,19319,29,36,2013,1,10,0.2444,0.3607,0.6774,141,Kayn
10,8,5,30849,48344,21188,55,41,2219,1,8,0.2317,0.3631,0.6381,245,Ekko
3,2,5,5061,14696,8901,2,16,979,1,5,0.0862,0.2502,0.3444,56,Nocturne
7,4,9,12720,38499,20795,4,17,1769,1,26,0.1198,0.3627,0.3304,106,Volibear
4,5,5,13575,41299,21620,11,29,1811,1,26,0.1249,0.3801,0.3287,106,Volibear
7,7,9,27416,45228,43375,30,39,1825,1,12,0.2504,0.4130,0.6062,233,Briar
3,4,3,9437,23513,23797,4,26,1513,1,12,0.1040,0.2590,0.4014,233,Briar
14,3,6,15524,17135,7984,16,22,1197,1,49,0.2162,0.2386,0.9060,238,Zed
3,9,12,15911,42301,16159,13,29,1809,1,26,0.1466,0.3897,0.3761,106,Volibear
8,10,9,18020,40320,17536,25,38,2065,1,5,0.1454,0.3254,0.4469,56,Nocturne
5,12,7,14869,42426,18670,18,26,1956,1,3,0.1267,0.3615,0.3505,234,Viego
10,3,12,27312,26905,19592,19,23,1400,1,60,0.3251,0.3203,1.0151,2,Olaf
1,1,13,11061,26038,12530,28,29,1837,1,34,0.1004,0.2362,0.4248,113,Sejuani
11,5,11,25339,34633,17065,40,33,1853,1,2,0.2279,0.3115,0.7316,104,Graves
7,11,16,20685,31274,8622,60,50,2139,1,17,0.1612,0.2437,0.6614,163,Taliyah
13,6,10,17160,19269,4900,63,109,1835,1,81,0.1559,0.1750,0.8905,555,Pyke
6,4,3,10584,29171,18958,8,32,1604,1,5,0.1100,0.3031,0.3628,56,Nocturne
7,6,12,22477,38909,20876,19,39,2118,1,5,0.1769,0.3062,0.5777,56,Nocturne
2,4,14,19352,42553,25383,22,45,2035,1,26,0.1585,0.3485,0.4548,106,Volibear
5,5,9,29693,41903,16879,56,61,2052,1,45,0.2412,0.3403,0.7086,102,Shyvana
14,3,7,22478,32092,20750,19,25,1496,1,1,0.2504,0.3575,0.7004,64,LeeSin
9,3,6,12746,23665,13915,15,28,1658,1,1,0.1281,0.2379,0.5386,64,LeeSin
4,3,5,9446,18824,9146,5,22,1138,1,14,0.1383,0.2757,0.5018,517,Sylas
11,6,16,27685,83859,45710,23,25,2220,1,74,0.2078,0.6296,0.3301,36,DrMundo
10,9,15,31667,28695,7509,60,28,2038,1,17,0.2590,0.2347,1.1036,163,Taliyah
7,1,8,19281,27163,15125,16,23,1441,1,45,0.2230,0.3142,0.7098,102,Shyvana
6,4,17,16703,28997,12454,23,30,1767,1,11,0.1575,0.2735,0.5760,254,Vi
7,3,17,22462,38969,21745,35,52,1993,1,1,0.1878,0.3259,0.5764,64,LeeSin
3,3,17,9700,35666,19745,17,40,2014,1,13,0.0803,0.2952,0.2720,59,JarvanIV
8,4,14,16951,40780,24143,26,47,1813,1,1,0.1558,0.3749,0.4157,64,LeeSin
6,5,10,30255,38534,20299,43,53,2215,1,2,0.2277,0.2899,0.7852,104,Graves
6,3,11,19681,40541,25483,28,31,2178,1,1,0.1506,0.3102,0.4855,64,LeeSin
4,2,17,17326,31839,16425,18,43,1947,1,11,0.1483,0.2725,0.5442,254,Vi
5,5,10,17093,31846,14824,28,41,1841,1,11,0.1547,0.2883,0.5367,254,Vi
2,7,9,7165,34241,17550,9,37,1910,1,1,0.0625,0.2988,0.2093,64,LeeSin
4,5,13,14793,25492,10087,35,30,1633,1,11,0.1510,0.2602,0.5803,254,Vi
9,4,5,20705,22553,9736,14,25,1421,1,11,0.2428,0.2645,0.9181,254,Vi
8,6,20,22003,38296,16358,11,25,1754,1,11,0.2091,0.3639,0.5746,254,Vi
9,3,7,11368,24821,17025,18,19,1297,1,1,0.1461,0.3190,0.4580,64,LeeSin
0,5,9,9071,37531,15585,15,44,2120,1,21,0.0713,0.2951,0.2417,78,Poppy
10,4,5,17201,29181,15331,15,38,1626,1,1,0.1763,0.2991,0.5895,64,LeeSin
7,1,1,9223,19572,10712,14,21,1178,1,16,0.1305,0.2769,0.4712,63,Brand
6,2,10,19631,29316,18001,35,40,1840,1,2,0.1778,0.2655,0.6696,104,Graves
8,2,12,13820,28287,16878,25,38,1775,1,11,0.1298,0.2656,0.4886,254,Vi
20,6,12,47930,46320,18591,40,41,2178,1,39,0.3668,0.3545,1.0348,91,Talon
6,6,11,13985,34368,16867,18,23,1668,1,1,0.1397,0.3434,0.4069,64,LeeSin
6,3,10,15209,29259,12877,18,34,1920,1,11,0.1320,0.2540,0.5198,254,Vi
6,6,13,21300,35972,17135,24,35,1810,1,1,0.1961,0.3312,0.5921,64,LeeSin
3,6,11,14697,43221,21826,14,52,2274,1,3,0.1077,0.3168,0.3400,234,Viego
2,11,9,14820,37449,23802,6,32,2138,1,12,0.1155,0.2919,0.3957,233,Briar
10,10,21,33174,56628,25756,47,48,2410,1,29,0.2294,0.3916,0.5858,79,Gragas
7,2,13,18123,36338,26869,14,24,1717,1,1,0.1759,0.3527,0.4987,64,LeeSin
2,2,13,12529,28211,41062,24,31,1640,1,18,0.1273,0.2867,0.4441,154,Zac
6,5,19,23160,46648,19587,24,41,2015,1,34,0.1916,0.3858,0.4965,113,Sejuani
11,7,15,45599,44311,17436,25,46,2298,1,16,0.3307,0.3214,1.0291,63,Brand
5,2,3,11702,22967,11233,26,11,1361,1,65,0.1433,0.2813,0.5095,143,Zyra
7,5,10,27714,35266,22775,14,36,1620,1,3,0.2851,0.3628,0.7859,234,Viego
8,4,9,15483,32911,13390,22,50,1830,1,21,0.1410,0.2997,0.4705,78,Poppy
1,3,11,11327,30591,16786,12,13,1672,1,26,0.1129,0.3049,0.3703,106,Volibear
25,4,10,54819,38591,19026,70,29,2192,1,16,0.4168,0.2934,1.4205,63,Brand
11,4,10,23912,27475,13242,25,37,1870,1,27,0.2131,0.2449,0.8703,24,Jax
4,3,7,10600,21261,11862,5,20,1462,1,21,0.1208,0.2424,0.4986,78,Poppy
13,6,14,28800,41011,25236,27,26,1518,1,10,0.3162,0.4503,0.7023,141,Kayn
8,3,8,21648,23336,12950,30,42,1734,1,2,0.2081,0.2243,0.9277,104,Graves
6,1,9,15042,26307,19811,3,21,1314,1,23,0.1908,0.3337,0.5718,19,Warwick
1,1,6,7103,20923,12534,4,14,1587,1,11,0.0746,0.2197,0.3395,254,Vi
5,6,7,11215,21113,8088,12,8,1369,1,47,0.1365,0.2570,0.5312,68,Rumble
15,7,5,28246,35205,16814,18,24,1913,1,27,0.2461,0.3067,0.8023,24,Jax
10,1,5,14405,18162,9725,10,20,1138,1,27,0.2110,0.2660,0.7931,24,Jax
11,3,15,20617,51930,32575,29,60,2197,1,1,0.1564,0.3939,0.3970,64,LeeSin
5,5,6,13649,27813,15086,25,15,1848,1,4,0.1231,0.2508,0.4907,11,MasterYi
7,2,4,9718,15587,8273,3,16,913,1,27,0.1774,0.2845,0.6235,24,Jax
16,2,7,26431,35188,28309,22,37,1647,1,6,0.2675,0.3561,0.7511,76,Nidalee
13,4,11,24953,34806,18847,97,37,2375,1,7,0.1751,0.2443,0.7169,35,Shaco
13,4,5,20090,27929,15612,28,42,1601,1,9,0.2091,0.2907,0.7193,121,Khazix
7,3,6,13741,23313,14358,4,27,1171,1,9,0.1956,0.3318,0.5894,121,Khazix
2,5,7,8059,33556,21692,4,14,1695,1,6,0.0792,0.3300,0.2402,76,Nidalee
6,5,6,18072,31143,17566,26,36,1610,1,40,0.1871,0.3224,0.5803,77,Udyr
10,1,0,12464,23939,17615,20,19,1329,1,3,0.1563,0.3002,0.5207,234,Viego
21,2,6,36793,26004,16171,28,25,1663,1,15,0.3687,0.2606,1.4149,28,Evelynn
5,5,20,23459,46862,24357,11,50,2050,1,1,0.1907,0.3810,0.5006,64,LeeSin
8,2,7,17530,29905,27183,6,26,1560,1,6,0.1873,0.3195,0.5862,76,Nidalee
12,4,5,22319,29188,17058,37,23,1738,1,2,0.2140,0.2799,0.7647,104,Graves
9,3,7,12817,21976,9660,23,25,1391,1,21,0.1536,0.2633,0.5832,78,Poppy
11,2,13,26974,32823,19016,15,15,1495,1,13,0.3007,0.3659,0.8218,59,JarvanIV
9,6,11,15306,28815,13602,3,30,1712,1,1,0.1490,0.2805,0.5312,64,LeeSin
3,0,4,5131,11942,7528,2,15,821,1,26,0.1042,0.2424,0.4297,106,Volibear
6,0,0,4474,32661,22987,8,27,1532,1,5,0.0487,0.3553,0.1370,56,Nocturne
0,0,0,0,436,228,0,1,106,1,32,0.0000,0.0686,0.0000,20,Nunu
8,7,2,16548,25233,12265,9,12,1504,1,15,0.1834,0.2796,0.6558,28,Evelynn
5,2,1,5392,15133,9836,1,10,940,1,9,0.0956,0.2683,0.3563,121,Khazix
7,4,5,10681,20303,12655,1,14,1076,1,6,0.1654,0.3145,0.5261,76,Nidalee
14,0,5,17650,16282,11286,25,14,1258,1,33,0.2338,0.2157,1.0840,203,Kindred
14,7,12,27511,44238,21740,43,39,2009,1,1,0.2282,0.3670,0.6219,64,LeeSin
2,1,6,4038,16274,10078,5,15,1070,1,24,0.0629,0.2535,0.2481,33,Rammus
4,6,14,25052,25658,11302,45,47,2018,1,17,0.2069,0.2119,0.9764,163,Taliyah
6,5,15,19552,26406,13309,19,31,1599,1,5,0.2038,0.2752,0.7404,56,Nocturne
0,0,0,0,394,192,0,0,105,1,1,0.0000,0.0625,0.0000,64,LeeSin
14,5,12,23604,37715,28077,24,60,1827,1,6,0.2153,0.3441,0.6259,76,Nidalee
