kills,deaths,assists,dealt,taken,heals,cs,vision,duration,win,opscore,dealt_per_minute,taken_per_minute,dealt_per_taken,champCode,id
4,7,17,12806,20430,4015,26,59,1670,1,20,0.1278,0.2039,0.6268,50,Swain
2,5,22,10118,25004,12632,31,85,1835,1,6,0.0919,0.2271,0.4047,497,Rakan
4,5,20,8925,15559,2994,28,65,1509,1,1,0.0986,0.1718,0.5736,412,Thresh
2,5,15,6082,14832,1547,27,68,1512,1,1,0.0670,0.1635,0.4101,412,Thresh
0,5,28,9061,18594,2362,31,60,1547,1,2,0.0976,0.2003,0.4873,53,Blitzcrank
2,1,18,11461,6320,1371,14,60,1483,1,10,0.1288,0.0710,1.8134,43,Karma
3,5,9,7144,23216,3687,37,67,1825,1,2,0.0652,0.2120,0.3077,53,Blitzcrank
1,11,23,7617,25245,7370,42,78,1893,1,6,0.0671,0.2223,0.3017,497,Rakan
9,3,2,6721,10705,1282,34,38,1187,1,5,0.0944,0.1503,0.6278,555,Pyke
1,8,18,15620,21782,5730,39,92,1746,1,26,0.1491,0.2079,0.7171,432,Bard
2,0,11,3819,6934,3485,19,12,914,1,13,0.0696,0.1264,0.5508,12,Alistar
1,3,23,6518,17613,14591,10,54,1680,1,23,0.0647,0.1747,0.3701,267,Nami
1,1,20,6959,8517,1715,29,54,1475,1,4,0.0786,0.0962,0.8171,111,Nautilus
2,6,19,20506,11305,2393,41,50,1624,1,8,0.2104,0.1160,1.8139,101,Xerath
0,7,20,3892,20629,10121,17,94,1957,1,16,0.0331,0.1757,0.1887,902,Milio
3,6,12,8291,30970,16026,39,74,2094,1,13,0.0660,0.2465,0.2677,12,Alistar
0,1,14,6019,9369,237,32,48,1230,1,2,0.0816,0.1270,0.6424,53,Blitzcrank
3,5,24,3492,14739,19815,9,67,1487,1,24,0.0391,0.1652,0.2369,16,Soraka
3,0,5,4140,7098,1329,21,26,918,1,5,0.0752,0.1289,0.5833,555,Pyke
3,2,4,3489,5136,115,24,19,925,1,43,0.0629,0.0925,0.6793,32,Amumu
6,3,16,8662,10569,2064,27,36,1146,1,5,0.1260,0.1537,0.8196,555,Pyke
6,5,21,15998,6462,3957,8,48,1743,1,9,0.1530,0.0618,2.4757,350,Yuumi
4,11,22,25327,43827,12780,68,97,2195,1,20,0.1923,0.3328,0.5779,50,Swain
0,0,10,3074,1910,22,32,26,913,1,31,0.0561,0.0349,1.6094,888,Renata
1,4,9,5280,13223,3188,26,39,1407,1,30,0.0625,0.1566,0.3993,201,Braum
2,3,5,3012,5792,717,6,17,927,1,29,0.0542,0.1041,0.5200,40,Janna
1,4,20,5888,5252,3625,3,44,1783,1,9,0.0550,0.0491,1.1211,350,Yuumi
3,5,24,15656,16526,2917,17,89,1839,1,14,0.1419,0.1498,0.9474,25,Morgana
0,2,18,6260,4652,6475,3,43,1525,1,9,0.0684,0.0508,1.3457,350,Yuumi
2,2,7,4874,6048,725,19,18,998,1,5,0.0814,0.1010,0.8059,555,Pyke
4,6,9,15841,21039,4241,55,105,1906,1,40,0.1385,0.1840,0.7529,7,Leblanc
2,3,17,7230,6437,8409,12,59,1899,1,9,0.0635,0.0565,1.1232,350,Yuumi
4,7,17,10118,19219,2536,40,72,1690,1,2,0.0998,0.1895,0.5265,53,Blitzcrank
3,4,6,7932,13789,764,34,31,1334,1,47,0.0991,0.1723,0.5752,78,Poppy
2,3,10,3466,7935,0,27,39,1084,1,1,0.0533,0.1220,0.4368,412,Thresh
2,3,12,7359,7934,4594,16,45,1123,1,23,0.1092,0.1178,0.9275,267,Nami
5,5,24,8307,14897,3436,16,67,1723,1,10,0.0804,0.1441,0.5576,43,Karma
1,5,15,7346,18309,1589,23,71,1633,1,4,0.0750,0.1869,0.4012,111,Nautilus
3,2,9,8566,6541,15,11,17,945,1,3,0.1511,0.1154,1.3096,99,Lux
5,4,23,12134,14293,1426,24,64,1718,1,4,0.1177,0.1387,0.8489,111,Nautilus
2,3,20,12559,14369,1295,47,73,1796,1,43,0.1165,0.1333,0.8740,32,Amumu
3,2,10,5278,6662,2543,33,21,912,1,6,0.0965,0.1217,0.7923,497,Rakan
3,2,21,6412,13911,8201,38,105,1720,1,6,0.0621,0.1348,0.4609,497,Rakan
4,10,12,10591,26248,3745,25,76,1834,1,2,0.0962,0.2385,0.4035,53,Blitzcrank
1,5,21,9440,18735,1601,32,56,1689,1,4,0.0932,0.1849,0.5039,111,Nautilus
0,2,25,3731,21333,14395,30,89,2116,1,16,0.0294,0.1680,0.1749,902,Milio
3,2,15,9488,19003,2101,30,95,2209,1,2,0.0716,0.1434,0.4993,53,Blitzcrank
1,2,11,3493,7747,2775,31,37,1148,1,6,0.0507,0.1125,0.4509,497,Rakan
2,0,8,2774,5553,1044,21,20,919,1,89,0.0503,0.1007,0.4995,427,Ivern
1,2,18,3326,5587,5732,5,60,1594,1,9,0.0348,0.0584,0.5953,350,Yuumi
2,5,10,6055,18355,12272,38,47,1649,1,51,0.0612,0.1855,0.3299,44,Taric
3,4,11,7682,19645,774,38,68,1719,1,1,0.0745,0.1905,0.3910,412,Thresh
0,4,21,3009,14199,7735,33,60,1527,1,16,0.0328,0.1550,0.2119,902,Milio
0,0,18,2000,8177,6458,6,35,1501,1,16,0.0222,0.0908,0.2446,902,Milio
0,11,14,5087,24620,376,29,84,1978,1,1,0.0429,0.2074,0.2066,412,Thresh
0,3,11,5377,9337,1620,33,49,1359,1,27,0.0659,0.1145,0.5759,80,Pantheon
1,1,10,2834,12228,2688,35,70,1532,1,1,0.0308,0.1330,0.2318,412,Thresh
0,6,18,5420,18823,3600,17,106,1999,1,12,0.0452,0.1569,0.2879,117,Lulu
4,1,13,2678,6934,7262,4,46,1314,1,16,0.0340,0.0880,0.3862,902,Milio
0,2,11,2411,6095,0,24,28,984,1,11,0.0408,0.1032,0.3956,89,Leona
3,4,15,6465,10313,1868,18,30,939,1,5,0.1147,0.1830,0.6269,555,Pyke
0,0,10,9684,7801,1078,6,26,925,1,40,0.1745,0.1406,1.2414,7,Leblanc
0,2,5,1283,6136,2344,7,33,1136,1,16,0.0188,0.0900,0.2091,902,Milio
2,2,18,3987,14057,9947,12,81,1928,1,16,0.0345,0.1215,0.2836,902,Milio
6,7,16,20457,13563,1604,44,54,1632,1,8,0.2089,0.1385,1.5083,101,Xerath
0,5,18,5792,30430,12445,33,101,2357,1,13,0.0410,0.2152,0.1903,12,Alistar
2,4,19,7284,21322,2453,41,104,1983,1,1,0.0612,0.1792,0.3416,412,Thresh
0,1,13,3365,5797,143,20,23,934,1,1,0.0600,0.1034,0.5805,412,Thresh
0,3,17,2015,7233,3067,5,34,1145,1,16,0.0293,0.1053,0.2786,902,Milio
1,1,14,2148,8311,5298,24,52,1394,1,16,0.0257,0.0994,0.2585,902,Milio
6,2,6,10697,6278,266,26,29,1097,1,21,0.1625,0.0954,1.7039,518,Neeko
2,2,23,7910,16445,8896,36,66,1655,1,13,0.0797,0.1656,0.4810,12,Alistar
1,2,18,5583,14388,2150,38,86,1700,1,1,0.0547,0.1411,0.3880,412,Thresh
1,5,18,6897,13834,2520,43,56,1341,1,57,0.0857,0.1719,0.4986,3,Galio
0,5,22,2665,12746,6136,39,74,1755,1,16,0.0253,0.1210,0.2091,902,Milio
2,1,16,5161,9390,2898,13,63,1672,1,12,0.0514,0.0936,0.5496,117,Lulu
2,8,15,9420,22404,1487,22,63,1766,1,43,0.0889,0.2114,0.4205,32,Amumu
1,0,11,6491,5090,699,5,14,913,1,10,0.1185,0.0929,1.2752,43,Karma
0,3,24,2654,11622,7674,36,57,1819,1,16,0.0243,0.1065,0.2284,902,Milio
6,6,9,19400,21126,2488,46,96,1920,1,35,0.1684,0.1834,0.9183,74,Heimerdinger
0,9,17,1991,18464,6489,14,85,1867,1,16,0.0178,0.1648,0.1078,902,Milio
1,5,14,4869,15414,675,25,45,1409,1,11,0.0576,0.1823,0.3159,89,Leona
8,8,9,20985,16595,2101,59,78,1832,1,8,0.1909,0.1510,1.2645,101,Xerath
2,8,21,8314,20935,1991,37,44,1479,1,1,0.0937,0.2359,0.3971,412,Thresh
0,0,3,951,552,230,0,3,409,1,9,0.0388,0.0225,1.7228,350,Yuumi
3,2,11,2568,6640,2868,3,33,1097,1,16,0.0390,0.1009,0.3867,902,Milio
1,5,17,4644,18566,2095,28,63,1718,1,4,0.0451,0.1801,0.2501,111,Nautilus
1,6,20,6634,21471,6383,41,81,1717,1,6,0.0644,0.2084,0.3090,497,Rakan
0,3,12,5343,9680,6706,7,53,1316,1,23,0.0677,0.1226,0.5520,267,Nami
1,0,8,1989,2751,163,19,13,713,1,1,0.0465,0.0643,0.7230,412,Thresh
0,3,12,8304,16830,3632,42,90,1763,1,4,0.0785,0.1591,0.4934,111,Nautilus
5,1,14,8635,8142,7123,10,32,944,1,24,0.1525,0.1438,1.0606,16,Soraka
1,3,16,8453,15269,876,29,72,1788,1,1,0.0788,0.1423,0.5536,412,Thresh
2,5,13,3316,12711,1168,20,44,1381,1,11,0.0400,0.1534,0.2609,89,Leona
1,0,10,3556,3755,757,11,24,931,1,12,0.0637,0.0672,0.9470,117,Lulu
6,6,8,15106,15368,4262,141,9,1474,1,98,0.1708,0.1738,0.9830,236,Lucian
2,6,14,6418,14160,2116,28,77,1532,1,5,0.0698,0.1540,0.4532,555,Pyke
5,5,19,6139,11772,27,27,23,1141,1,2,0.0897,0.1720,0.5215,53,Blitzcrank
1,1,9,6536,4774,0,10,28,987,1,10,0.1104,0.0806,1.3691,43,Karma
4,6,18,12027,29961,11255,30,70,1774,1,13,0.1130,0.2815,0.4014,12,Alistar
4,4,25,11264,15090,2383,26,89,1836,1,10,0.1023,0.1370,0.7465,43,Karma
2,1,9,10964,5522,17,24,57,1315,1,8,0.1390,0.0700,1.9855,101,Xerath
3,3,33,10519,24101,15111,43,104,2104,1,6,0.0833,0.1909,0.4365,497,Rakan
0,1,8,1459,2429,362,10,11,660,1,12,0.0368,0.0613,0.6007,117,Lulu
1,7,18,9011,18471,1998,11,83,2008,1,14,0.0748,0.1533,0.4878,25,Morgana
3,3,9,12100,12955,2258,39,50,1708,1,103,0.1181,0.1264,0.9340,136,AurelionSol
1,4,16,4167,11993,4642,40,73,1536,1,6,0.0452,0.1301,0.3475,497,Rakan
2,1,17,6518,8565,7872,28,69,1512,1,23,0.0718,0.0944,0.7610,267,Nami
3,9,35,17174,37204,6261,39,130,2750,1,1,0.1041,0.2255,0.4616,412,Thresh
7,2,12,16039,12346,2137,18,54,1339,1,8,0.1996,0.1537,1.2991,101,Xerath
9,3,11,15034,18549,3173,25,76,1531,1,42,0.1637,0.2019,0.8105,164,Camille
0,5,19,6834,14715,2401,22,58,1250,1,30,0.0911,0.1962,0.4644,201,Braum
2,3,26,15734,32287,8162,24,92,1824,1,4,0.1438,0.2950,0.4873,111,Nautilus
3,0,16,8385,4606,7933,14,44,1405,1,9,0.0995,0.0546,1.8205,350,Yuumi
2,3,8,6383,5759,2240,19,34,943,1,7,0.1128,0.1018,1.1084,235,Senna
1,2,13,7367,6426,536,26,45,1484,1,10,0.0827,0.0722,1.1464,43,Karma
3,6,16,7428,20458,2023,34,77,1741,1,2,0.0711,0.1958,0.3631,53,Blitzcrank
8,4,8,13801,14211,2307,68,20,1302,1,101,0.1767,0.1819,0.9711,18,Tristana
0,3,10,3804,6535,0,21,30,911,1,4,0.0696,0.1196,0.5821,111,Nautilus
0,0,14,4982,3515,4777,9,24,985,1,23,0.0843,0.0595,1.4174,267,Nami
1,20,18,9306,35944,412,47,85,1898,1,4,0.0817,0.3156,0.2589,111,Nautilus
2,7,23,7068,16493,2666,25,62,1497,1,12,0.0787,0.1836,0.4285,117,Lulu
1,3,23,10480,18395,2995,25,63,1553,1,11,0.1125,0.1974,0.5697,89,Leona
2,11,10,11163,31153,1818,28,89,1988,1,75,0.0936,0.2612,0.3583,72,Skarner
5,8,13,27443,25489,2803,33,106,2015,1,58,0.2270,0.2108,1.0767,142,Zoe
1,1,12,6009,5591,8016,11,33,1296,1,9,0.0773,0.0719,1.0748,350,Yuumi
2,7,8,5072,15412,804,26,59,1409,1,2,0.0600,0.1823,0.3291,53,Blitzcrank
6,1,9,7853,7055,1256,28,26,966,1,4,0.1355,0.1217,1.1131,111,Nautilus
2,3,14,6976,11824,1449,20,47,1176,1,2,0.0989,0.1676,0.5900,53,Blitzcrank
3,11,17,9727,25103,948,21,78,1852,1,4,0.0875,0.2259,0.3875,111,Nautilus
3,4,15,8306,21138,3035,22,83,1711,1,11,0.0809,0.2059,0.3929,89,Leona
3,5,18,9635,17137,2101,42,82,1811,1,1,0.0887,0.1577,0.5622,412,Thresh
3,3,6,4051,15011,5117,19,57,1324,1,13,0.0510,0.1890,0.2699,12,Alistar
0,2,11,2636,6660,19412,24,45,1380,1,24,0.0318,0.0804,0.3958,16,Soraka
2,3,22,7914,13811,2683,19,52,1318,1,1,0.1001,0.1746,0.5730,412,Thresh
3,5,17,11862,12297,1608,29,71,1489,1,10,0.1328,0.1376,0.9646,43,Karma
10,6,8,21758,20687,2552,34,71,1683,1,42,0.2155,0.2049,1.0518,164,Camille
3,9,18,16987,27972,2105,52,100,2110,1,10,0.1342,0.2209,0.6073,43,Karma
6,9,14,27222,28053,1203,49,68,1968,1,68,0.2305,0.2376,0.9704,68,Rumble
2,1,9,4254,8682,1483,24,40,1273,1,30,0.0557,0.1137,0.4900,201,Braum
0,9,27,7199,41126,19021,26,104,2217,1,6,0.0541,0.3092,0.1750,497,Rakan
3,2,21,7389,12623,980,27,63,1361,1,1,0.0905,0.1546,0.5854,412,Thresh
2,7,13,11285,23102,3319,31,82,1870,1,15,0.1006,0.2059,0.4885,57,Maokai
0,6,15,5033,18619,2654,28,78,1605,1,10,0.0523,0.1933,0.2703,43,Karma
5,8,16,11785,25590,6258,30,104,1660,1,5,0.1183,0.2569,0.4605,555,Pyke
12,9,8,17718,18251,872,35,74,1565,1,25,0.1887,0.1944,0.9708,35,Shaco
2,2,6,3156,8163,2174,21,24,975,1,16,0.0539,0.1395,0.3866,902,Milio
3,4,26,26603,15133,10788,45,101,1828,1,7,0.2426,0.1380,1.7579,235,Senna
3,3,10,6864,10494,621,26,53,1291,1,2,0.0886,0.1355,0.6541,53,Blitzcrank
5,3,18,14401,24820,17192,47,90,1650,1,39,0.1455,0.2507,0.5802,154,Zac
3,5,16,6361,22620,8362,34,99,1833,1,6,0.0578,0.2057,0.2812,497,Rakan
5,7,25,9945,21570,4850,35,108,2098,1,1,0.0790,0.1714,0.4611,412,Thresh
2,3,8,4937,12174,963,29,79,1674,1,2,0.0492,0.1212,0.4055,53,Blitzcrank
1,0,16,7358,4662,5778,20,49,1448,1,9,0.0847,0.0537,1.5783,350,Yuumi
1,7,13,8647,21059,5121,18,62,1516,1,66,0.0951,0.2315,0.4106,79,Gragas
2,4,32,10851,14665,5505,39,117,1931,1,6,0.0937,0.1266,0.7399,497,Rakan
1,3,15,5110,11483,1583,34,71,1367,1,12,0.0623,0.1400,0.4450,117,Lulu
4,5,22,7849,19920,2901,34,56,1645,1,19,0.0795,0.2018,0.3940,526,Rell
3,4,22,6942,8920,6897,7,43,1533,1,9,0.0755,0.0970,0.7783,350,Yuumi
0,3,16,10188,17303,6012,19,82,1715,1,29,0.0990,0.1682,0.5888,40,Janna
3,1,7,12593,5604,197,28,65,1341,1,3,0.1565,0.0696,2.2471,99,Lux
0,2,6,2148,6728,0,17,30,923,1,2,0.0388,0.1215,0.3193,53,Blitzcrank
3,7,10,10941,19605,3202,43,99,1835,1,18,0.0994,0.1781,0.5581,22,Ashe
1,1,11,5733,14107,2058,15,56,1364,1,2,0.0701,0.1724,0.4064,53,Blitzcrank
0,3,17,10081,16461,10641,29,68,1474,1,7,0.1140,0.1861,0.6124,235,Senna
2,1,14,9909,6762,8734,18,47,1504,1,23,0.1098,0.0749,1.4654,267,Nami
0,0,23,10317,16132,4039,40,94,2069,1,33,0.0831,0.1300,0.6395,26,Zilean
8,9,6,16993,24443,3066,30,70,1674,1,42,0.1692,0.2434,0.6952,164,Camille
2,1,20,5711,4695,9688,26,56,1496,1,9,0.0636,0.0523,1.2164,350,Yuumi
0,4,21,6632,14400,928,33,98,1807,1,12,0.0612,0.1328,0.4606,117,Lulu
4,4,9,8784,12476,2043,27,76,1449,1,5,0.1010,0.1435,0.7041,555,Pyke
3,8,16,19528,24265,13201,48,76,1876,1,7,0.1735,0.2156,0.8048,235,Senna
12,7,15,38171,21265,1790,42,67,1701,1,17,0.3740,0.2084,1.7950,143,Zyra
0,3,10,2356,10205,5978,32,65,1488,1,16,0.0264,0.1143,0.2309,902,Milio
2,3,23,12543,32941,14495,29,89,1946,1,6,0.1074,0.2821,0.3808,497,Rakan
1,9,23,18636,29469,4768,51,102,1992,1,15,0.1559,0.2466,0.6324,57,Maokai
5,10,26,26197,28779,4780,29,79,2063,1,14,0.2116,0.2325,0.9103,25,Morgana
1,1,6,2323,6963,2734,23,31,914,1,6,0.0424,0.1270,0.3336,497,Rakan
5,10,23,22779,31318,3790,46,154,2602,1,18,0.1459,0.2006,0.7273,22,Ashe
2,6,19,13821,15064,985,30,61,1467,1,18,0.1570,0.1711,0.9175,22,Ashe
7,3,12,17525,18660,11560,60,102,1651,1,37,0.1769,0.1884,0.9392,37,Sona
1,4,10,5633,10715,635,29,57,1411,1,1,0.0665,0.1266,0.5257,412,Thresh
1,2,5,12361,9195,1093,27,50,1579,1,25,0.1305,0.0971,1.3443,35,Shaco
8,5,28,17015,24662,14001,26,64,1859,1,29,0.1525,0.2211,0.6899,40,Janna
6,4,16,14490,19918,5798,34,70,1620,1,14,0.1491,0.2049,0.7275,25,Morgana
3,3,7,6960,14643,4730,25,61,1310,1,5,0.0885,0.1863,0.4753,555,Pyke
1,1,6,4095,6615,1304,21,54,1221,1,10,0.0559,0.0903,0.6190,43,Karma
2,5,20,30212,21541,3731,59,126,2067,1,18,0.2436,0.1737,1.4025,22,Ashe
4,1,12,22352,14699,2061,54,77,1786,1,38,0.2086,0.1372,1.5206,21,MissFortune
1,5,29,16468,24008,2442,59,93,2164,1,11,0.1268,0.1849,0.6859,89,Leona
1,4,14,24544,15233,999,52,90,1853,1,17,0.2208,0.1370,1.6112,143,Zyra
10,9,12,13136,20161,2738,29,74,1642,1,5,0.1333,0.2046,0.6516,555,Pyke
2,3,11,18348,9061,1489,28,61,1621,1,8,0.1886,0.0932,2.0249,101,Xerath
7,6,22,24409,23613,2860,62,132,1932,1,18,0.2106,0.2037,1.0337,22,Ashe
2,2,1,3139,5172,348,27,26,931,1,10,0.0562,0.0926,0.6069,43,Karma
2,3,9,16024,11699,2087,36,43,1247,1,17,0.2142,0.1564,1.3697,143,Zyra
5,1,18,17111,9485,12441,53,89,1992,1,7,0.1432,0.0794,1.8040,235,Senna
1,3,8,12515,7547,515,35,33,1130,1,17,0.1846,0.1113,1.6583,143,Zyra
7,3,14,14878,16303,2295,36,75,1523,1,10,0.1628,0.1784,0.9126,43,Karma
0,6,17,5899,21841,3626,21,104,1993,1,1,0.0493,0.1826,0.2701,412,Thresh
5,6,27,13611,35299,5027,33,125,2092,1,2,0.1084,0.2812,0.3856,53,Blitzcrank
2,5,16,7447,24907,4378,28,109,1934,1,15,0.0642,0.2146,0.2990,57,Maokai
0,7,2,5777,12029,714,25,87,1525,1,18,0.0631,0.1315,0.4803,22,Ashe
0,1,5,5682,6634,943,27,33,1124,1,4,0.0843,0.0984,0.8565,111,Nautilus
10,5,13,23036,24896,12895,36,46,1820,1,7,0.2110,0.2280,0.9253,235,Senna
8,3,14,19171,12344,1580,29,56,1417,1,10,0.2255,0.1452,1.5531,43,Karma
4,4,13,5423,24700,2807,17,57,1688,1,97,0.0535,0.2439,0.2196,27,Singed
5,5,12,20948,12337,1681,32,60,1445,1,28,0.2416,0.1423,1.6980,910,Hwei
6,4,10,22041,14624,434,54,69,1805,1,3,0.2035,0.1350,1.5072,99,Lux
1,1,11,3481,6268,824,14,33,944,1,2,0.0615,0.1107,0.5554,53,Blitzcrank
4,1,5,16934,8681,792,74,71,1820,1,3,0.1551,0.0795,1.9507,99,Lux
2,6,17,16002,21502,2785,33,109,2115,1,10,0.1261,0.1694,0.7442,43,Karma
11,2,10,18206,13728,1253,26,52,1499,1,27,0.2024,0.1526,1.3262,80,Pantheon
0,3,15,8628,12668,4547,29,54,1218,1,15,0.1181,0.1733,0.6811,57,Maokai
3,10,11,7995,21591,532,27,78,1842,1,4,0.0723,0.1954,0.3703,111,Nautilus
0,3,10,4930,15642,2828,20,91,1867,1,43,0.0440,0.1396,0.3152,32,Amumu
5,5,11,22611,15012,2141,65,68,1560,1,65,0.2416,0.1604,1.5062,134,Syndra
1,1,13,4995,11909,1967,24,33,1297,1,4,0.0642,0.1530,0.4194,111,Nautilus
4,3,14,5761,14023,2013,25,57,1470,1,19,0.0653,0.1590,0.4108,526,Rell
3,4,11,5443,15049,4324,17,77,1539,1,26,0.0589,0.1630,0.3617,432,Bard
1,3,29,18477,16133,1223,30,94,2357,1,71,0.1307,0.1141,1.1453,61,Orianna
1,11,30,11175,28910,2910,21,70,1973,1,1,0.0944,0.2442,0.3865,412,Thresh
2,4,16,12417,17992,1682,34,105,1991,1,1,0.1039,0.1506,0.6901,412,Thresh
2,3,15,7178,15863,2014,32,81,1842,1,1,0.0649,0.1435,0.4525,412,Thresh
4,5,31,12314,29844,6094,33,86,1927,1,11,0.1065,0.2581,0.4126,89,Leona
3,3,20,7074,22505,17429,40,85,2076,1,13,0.0568,0.1807,0.3143,12,Alistar
1,5,10,2905,12223,669,23,42,1171,1,19,0.0413,0.1740,0.2377,526,Rell
10,7,19,27034,18176,1925,43,78,1770,1,8,0.2546,0.1711,1.4873,101,Xerath
0,5,16,11470,14415,867,31,59,1450,1,11,0.1318,0.1657,0.7957,89,Leona
1,9,25,18992,22136,11896,27,104,2037,1,23,0.1554,0.1811,0.8580,267,Nami
7,6,8,9493,24954,6360,57,127,2055,1,5,0.0770,0.2024,0.3804,555,Pyke
4,4,11,11272,14841,1706,22,71,1672,1,22,0.1124,0.1479,0.7595,63,Brand
2,0,18,5192,6583,3937,24,23,1173,1,6,0.0738,0.0935,0.7887,497,Rakan
5,1,10,5256,6443,0,31,37,1122,1,1,0.0781,0.0957,0.8158,412,Thresh
1,2,4,4314,6867,350,11,35,1218,1,10,0.0590,0.0940,0.6282,43,Karma
1,1,10,5588,4210,2053,2,28,1227,1,9,0.0759,0.0572,1.3273,350,Yuumi
7,5,11,19131,13507,2096,27,53,1545,1,8,0.2064,0.1457,1.4164,101,Xerath
4,1,8,10071,7471,564,22,60,1313,1,78,0.1278,0.0948,1.3480,163,Taliyah
9,2,22,27076,17739,7879,38,80,2064,1,14,0.2186,0.1432,1.5264,25,Morgana
5,6,7,9110,17428,214,33,50,1481,1,43,0.1025,0.1961,0.5227,32,Amumu
1,5,11,15606,10124,476,25,43,1482,1,8,0.1755,0.1139,1.5415,101,Xerath
1,8,6,7565,16333,536,8,51,1707,1,18,0.0739,0.1595,0.4632,22,Ashe
2,2,8,5103,12678,6724,34,40,1346,1,13,0.0632,0.1570,0.4025,12,Alistar
2,12,6,3732,24998,541,32,69,1868,1,1,0.0333,0.2230,0.1493,412,Thresh
6,1,16,8672,6146,797,9,33,931,1,29,0.1552,0.1100,1.4110,40,Janna
4,6,15,8153,18480,2239,37,63,1725,1,4,0.0788,0.1786,0.4412,111,Nautilus
6,8,9,19768,19156,3120,38,85,1672,1,91,0.1970,0.1909,1.0319,238,Zed
4,4,7,12088,6462,1162,29,51,1316,1,3,0.1531,0.0818,1.8706,99,Lux
1,6,17,6500,14205,5629,34,61,1339,1,6,0.0809,0.1768,0.4576,497,Rakan
6,6,12,11656,29662,11333,47,155,2103,1,5,0.0924,0.2351,0.3930,555,Pyke
1,11,19,5828,21259,358,28,57,1640,1,4,0.0592,0.2160,0.2741,111,Nautilus
2,1,7,5914,3440,527,14,22,945,1,54,0.1043,0.0607,1.7192,1,Annie
1,9,31,8721,31796,6692,42,80,2184,1,19,0.0666,0.2426,0.2743,526,Rell
3,2,31,22341,20053,3925,31,126,2437,1,10,0.1528,0.1371,1.1141,43,Karma
1,6,12,6095,17327,1126,32,47,1440,1,2,0.0705,0.2005,0.3518,53,Blitzcrank
0,1,7,3548,10580,3039,23,12,933,1,6,0.0634,0.1890,0.3353,497,Rakan
6,1,14,15495,10243,12140,22,37,1246,1,7,0.2073,0.1370,1.5127,235,Senna
4,5,7,9481,11827,2862,36,2,952,1,114,0.1660,0.2071,0.8016,2,Olaf
2,7,21,11958,16284,2349,23,64,1543,1,14,0.1292,0.1759,0.7343,25,Morgana
0,2,9,4493,9529,5114,22,56,1335,1,16,0.0561,0.1190,0.4715,902,Milio
0,2,13,5936,9205,1720,26,52,1257,1,4,0.0787,0.1220,0.6449,111,Nautilus
2,2,28,10924,3860,9697,2,47,1570,1,9,0.1160,0.0410,2.8301,350,Yuumi
5,7,24,21186,23058,5149,59,76,1809,1,70,0.1952,0.2124,0.9188,103,Ahri
1,2,15,4973,7553,633,7,41,1260,1,12,0.0658,0.0999,0.6584,117,Lulu
0,5,16,10183,16895,2165,44,64,1644,1,31,0.1032,0.1713,0.6027,888,Renata
2,3,12,6370,8984,649,5,42,1329,1,12,0.0799,0.1127,0.7090,117,Lulu
4,4,3,5705,15791,1075,33,67,1626,1,2,0.0585,0.1619,0.3613,53,Blitzcrank
1,6,9,9577,16876,2877,45,86,1602,1,5,0.0996,0.1756,0.5675,555,Pyke
7,7,12,20276,17866,2139,58,107,1796,1,27,0.1882,0.1658,1.1349,80,Pantheon
0,5,18,5202,18696,6352,28,40,1644,1,29,0.0527,0.1895,0.2782,40,Janna
1,2,4,1339,2212,0,7,3,369,1,1,0.0605,0.0999,0.6053,412,Thresh
4,0,22,26773,11114,2329,23,56,1699,1,8,0.2626,0.1090,2.4089,101,Xerath
0,0,1,73,77,36,0,0,102,1,13,0.0119,0.0126,0.9481,12,Alistar
7,10,30,46080,46493,7228,110,130,3102,1,21,0.2476,0.2498,0.9911,518,Neeko
0,0,6,2386,7640,3310,15,17,974,1,13,0.0408,0.1307,0.3123,12,Alistar
2,8,9,22429,19225,1504,43,52,1874,1,35,0.1995,0.1710,1.1667,74,Heimerdinger
2,3,14,6896,12659,617,33,42,1439,1,4,0.0799,0.1466,0.5448,111,Nautilus
7,4,16,26116,19140,24644,33,58,1885,1,7,0.2309,0.1692,1.3645,235,Senna
3,1,10,5605,6496,842,26,19,924,1,11,0.1011,0.1172,0.8628,89,Leona
3,7,10,11123,22334,1035,26,51,1591,1,1,0.1165,0.2340,0.4980,412,Thresh
2,2,20,5010,15848,9054,37,52,1605,1,33,0.0520,0.1646,0.3161,26,Zilean
0,1,15,5559,14568,10891,29,53,1479,1,13,0.0626,0.1642,0.3816,12,Alistar
10,3,15,20883,14696,4126,39,99,1918,1,14,0.1815,0.1277,1.4210,25,Morgana
15,8,17,21019,30394,7999,40,111,1931,1,5,0.1814,0.2623,0.6916,555,Pyke
6,12,18,19504,26237,2709,22,73,2044,1,25,0.1590,0.2139,0.7434,35,Shaco
2,9,21,9493,36242,15777,35,101,2335,1,6,0.0678,0.2587,0.2619,497,Rakan
0,2,5,2951,4773,4212,3,29,1010,1,24,0.0487,0.0788,0.6183,16,Soraka
2,1,6,2955,6475,0,24,25,932,1,19,0.0528,0.1158,0.4564,526,Rell
4,10,6,9339,24257,4516,48,118,1868,1,5,0.0833,0.2164,0.3850,555,Pyke
2,2,11,5203,11192,1559,25,35,1144,1,2,0.0758,0.1631,0.4649,53,Blitzcrank
2,4,8,7889,24856,5213,46,78,1841,1,27,0.0714,0.2250,0.3174,80,Pantheon
0,6,10,3025,14371,4402,27,60,1428,1,6,0.0353,0.1677,0.2105,497,Rakan
