kills,deaths,assists,dealt,taken,heals,cs,vision,duration,win,opscore,dealt_per_minute,taken_per_minute,dealt_per_taken,champCode,id
2,4,22,16480,22240,8376,40,71,1743,1,15,0.1576,0.2127,0.7410,57,Maokai
2,11,16,9497,17108,6900,37,40,1415,1,7,0.1119,0.2015,0.5551,235,Senna
5,5,16,14400,17541,3631,31,72,1654,1,5,0.1451,0.1768,0.8209,555,Pyke
2,8,21,9232,29687,1664,38,72,1748,1,2,0.0880,0.2831,0.3110,53,Blitzcrank
0,4,11,5307,12300,1234,13,24,1065,1,30,0.0831,0.1925,0.4315,201,Braum
1,0,4,4220,7287,699,37,30,1110,1,11,0.0634,0.1094,0.5791,89,Leona
3,11,25,12142,19779,166,28,75,1744,1,71,0.1160,0.1890,0.6139,61,Orianna
2,3,23,18014,20608,7841,46,55,1472,1,15,0.2040,0.2333,0.8741,57,Maokai
2,7,13,13033,13731,668,36,39,1364,1,3,0.1592,0.1678,0.9492,99,Lux
21,5,11,49358,41650,18469,119,63,2022,1,60,0.4068,0.3433,1.1851,200,Belveth
15,9,15,30228,29456,8249,43,76,1793,1,60,0.2810,0.2738,1.0262,200,Belveth
10,2,5,8593,11264,3578,21,29,1027,1,60,0.1395,0.1828,0.7629,200,Belveth
0,3,9,7672,11142,1401,39,55,1479,1,31,0.0865,0.1256,0.6886,888,Renata
2,6,19,13090,10729,441,24,36,1366,1,28,0.1597,0.1309,1.2201,910,Hwei
6,7,16,24343,19667,203,65,71,2002,1,8,0.2027,0.1637,1.2378,101,Xerath
0,11,15,7163,26616,1805,32,45,1690,1,2,0.0706,0.2625,0.2691,53,Blitzcrank
3,2,10,4727,8046,300,20,16,946,1,11,0.0833,0.1418,0.5875,89,Leona
1,1,9,9644,3475,355,22,42,1201,1,34,0.1338,0.0482,2.7753,161,Velkoz
1,4,30,9985,10031,6773,5,64,1900,1,9,0.0876,0.0880,0.9954,350,Yuumi
3,6,18,8914,14938,905,29,61,1602,1,11,0.0927,0.1554,0.5967,89,Leona
0,1,16,6758,11438,2078,29,44,1276,1,11,0.0883,0.1494,0.5908,89,Leona
5,6,8,5601,9039,4683,2,38,1632,1,9,0.0572,0.0923,0.6196,350,Yuumi
10,15,14,29974,40351,6010,36,119,2454,1,27,0.2036,0.2740,0.7428,80,Pantheon
1,5,24,7433,10553,5913,5,61,1740,1,9,0.0712,0.1011,0.7043,350,Yuumi
1,1,6,3571,2178,1985,2,23,1041,1,9,0.0572,0.0349,1.6396,350,Yuumi
2,6,27,11452,10848,8653,7,75,2198,1,9,0.0868,0.0823,1.0557,350,Yuumi
4,4,7,11767,10618,339,18,53,1435,1,34,0.1367,0.1233,1.1082,161,Velkoz
1,5,26,10926,11783,5814,8,68,1937,1,9,0.0940,0.1014,0.9273,350,Yuumi
7,8,19,23229,19180,2813,57,63,2060,1,3,0.1879,0.1552,1.2111,99,Lux
1,1,10,4139,8259,716,45,35,1105,1,49,0.0624,0.1246,0.5012,98,Shen
2,11,10,7535,24790,3348,37,84,1859,1,5,0.0676,0.2223,0.3040,555,Pyke
1,8,20,12451,14187,7200,9,76,1986,1,9,0.1045,0.1191,0.8776,350,Yuumi
4,4,12,13160,14380,5241,17,62,1503,1,29,0.1459,0.1595,0.9152,40,Janna
2,4,19,9306,13865,1077,24,49,1424,1,2,0.1089,0.1623,0.6712,53,Blitzcrank
1,5,10,8126,16656,7387,14,79,1752,1,23,0.0773,0.1584,0.4879,267,Nami
7,1,6,9065,13588,4748,29,19,950,1,45,0.1590,0.2384,0.6671,223,TahmKench
3,2,17,16187,13188,3252,31,67,1662,1,10,0.1623,0.1323,1.2274,43,Karma
2,6,9,12042,11234,1712,11,49,1494,1,8,0.1343,0.1253,1.0719,101,Xerath
3,7,21,12626,29814,3466,36,81,2136,1,11,0.0985,0.2326,0.4235,89,Leona
3,11,11,16365,43431,4811,43,99,2277,1,50,0.1198,0.3179,0.3768,875,Sett
6,14,20,41535,26029,847,66,88,1913,1,22,0.3619,0.2268,1.5957,63,Brand
1,0,9,6049,5108,1288,20,26,926,1,14,0.1089,0.0919,1.1842,25,Morgana
5,6,12,13501,25571,3070,40,72,1842,1,43,0.1222,0.2314,0.5280,32,Amumu
1,3,19,7190,14480,1224,24,58,1544,1,4,0.0776,0.1563,0.4965,111,Nautilus
0,5,11,5187,19328,2326,24,66,1666,1,4,0.0519,0.1934,0.2684,111,Nautilus
2,9,15,13389,24160,2783,43,74,1710,1,20,0.1305,0.2355,0.5542,50,Swain
5,7,10,9477,15476,175,33,29,1465,1,1,0.1078,0.1761,0.6124,412,Thresh
7,6,16,25872,14037,1104,38,67,1858,1,3,0.2321,0.1259,1.8431,99,Lux
5,7,20,12157,20652,3488,18,64,1773,1,10,0.1143,0.1941,0.5887,43,Karma
2,1,6,3753,4927,4053,9,30,924,1,7,0.0677,0.0889,0.7617,235,Senna
2,2,13,15225,13268,1917,30,77,1949,1,31,0.1302,0.1135,1.1475,888,Renata
2,6,6,4657,11086,373,24,35,1290,1,18,0.0602,0.1432,0.4201,22,Ashe
2,7,22,17754,19136,3669,27,93,2100,1,18,0.1409,0.1519,0.9278,22,Ashe
12,14,7,24579,28658,3854,32,55,1543,1,36,0.2655,0.3095,0.8577,517,Sylas
15,5,22,43569,30031,15501,82,96,2497,1,7,0.2908,0.2004,1.4508,235,Senna
1,3,13,5991,6452,3130,5,30,1639,1,9,0.0609,0.0656,0.9285,350,Yuumi
3,2,29,13809,8425,10507,9,61,1832,1,9,0.1256,0.0766,1.6391,350,Yuumi
3,2,15,8164,7132,3979,3,49,1466,1,9,0.0928,0.0811,1.1447,350,Yuumi
4,3,16,10755,7062,5167,4,27,1479,1,9,0.1212,0.0796,1.5229,350,Yuumi
0,10,16,7088,24933,5655,31,73,1814,1,6,0.0651,0.2291,0.2843,497,Rakan
0,2,17,4478,2676,1934,5,29,1130,1,9,0.0660,0.0395,1.6734,350,Yuumi
1,8,32,12045,13261,4232,3,59,1778,1,9,0.1129,0.1243,0.9083,350,Yuumi
0,4,19,7638,14971,1302,33,48,1284,1,1,0.0991,0.1943,0.5102,412,Thresh
4,4,11,16624,10339,2388,29,55,1629,1,8,0.1701,0.1058,1.6079,101,Xerath
2,8,14,6307,15961,4722,24,55,1421,1,6,0.0740,0.1872,0.3952,497,Rakan
3,5,13,11703,16076,1842,33,64,1929,1,31,0.1011,0.1389,0.7280,888,Renata
5,7,16,18459,18981,11991,41,79,1831,1,7,0.1680,0.1728,0.9725,235,Senna
2,11,12,6477,23652,1537,31,66,1901,1,79,0.0568,0.2074,0.2738,20,Nunu
3,8,16,14155,15625,1204,29,69,1664,1,3,0.1418,0.1565,0.9059,99,Lux
7,7,9,12421,10246,0,9,22,1268,1,18,0.1633,0.1347,1.2123,22,Ashe
7,5,8,11591,20876,5690,41,74,1833,1,5,0.1054,0.1898,0.5552,555,Pyke
3,5,11,6491,13789,2863,29,38,1467,1,5,0.0737,0.1567,0.4707,555,Pyke
2,5,20,9831,19240,3115,20,85,2094,1,32,0.0782,0.1531,0.5110,147,Seraphine
3,9,13,16739,24559,3025,12,70,2064,1,22,0.1352,0.1983,0.6816,63,Brand
2,12,14,16037,40221,4436,45,65,2152,1,45,0.1242,0.3115,0.3987,223,TahmKench
5,4,6,7941,12613,3579,44,85,1578,1,5,0.0839,0.1332,0.6296,555,Pyke
2,5,21,12807,24155,1541,56,81,1945,1,11,0.1097,0.2070,0.5302,89,Leona
8,1,11,8565,10090,2167,27,43,1236,1,5,0.1155,0.1361,0.8489,555,Pyke
4,4,12,12816,11294,741,11,60,1651,1,8,0.1294,0.1140,1.1348,101,Xerath
3,10,24,13189,31534,19921,13,81,1989,1,37,0.1105,0.2642,0.4182,37,Sona
3,6,26,7479,25084,10002,41,45,1793,1,13,0.0695,0.2332,0.2982,12,Alistar
2,3,10,8552,6579,715,13,30,1156,1,3,0.1233,0.0949,1.2999,99,Lux
1,2,8,11863,6738,483,57,53,1533,1,3,0.1290,0.0733,1.7606,99,Lux
2,5,24,6878,27822,3270,31,75,2235,1,11,0.0513,0.2075,0.2472,89,Leona
3,4,6,4221,12171,3039,33,46,1393,1,6,0.0505,0.1456,0.3468,497,Rakan
2,3,13,6006,11157,654,26,39,1344,1,2,0.0745,0.1384,0.5383,53,Blitzcrank
4,6,30,31871,19457,1958,58,89,2340,1,3,0.2270,0.1386,1.6380,99,Lux
1,5,17,4603,22350,2984,26,36,1650,1,19,0.0465,0.2258,0.2060,526,Rell
6,2,19,20603,8452,757,79,52,1738,1,3,0.1976,0.0811,2.4376,99,Lux
1,9,16,9599,26542,5009,33,50,2067,1,10,0.0774,0.2140,0.3617,43,Karma
2,6,21,10088,23995,2873,28,70,1780,1,2,0.0945,0.2247,0.4204,53,Blitzcrank
11,4,13,30527,25175,13195,171,23,1856,1,118,0.2741,0.2261,1.2126,222,Jinx
6,3,29,36106,26660,4488,92,99,2784,1,69,0.2162,0.1596,1.3543,59,JarvanIV
3,4,29,11604,19566,902,16,89,2027,1,31,0.0954,0.1609,0.5931,888,Renata
0,0,0,0,135,0,0,0,110,1,27,0.0000,0.0205,0.0000,80,Pantheon
3,5,21,5198,14333,34371,27,65,2063,1,24,0.0420,0.1158,0.3627,16,Soraka
2,5,14,7870,17242,6,31,53,1602,1,2,0.0819,0.1794,0.4564,53,Blitzcrank
0,5,28,10163,22284,2272,51,96,2174,1,31,0.0779,0.1708,0.4561,888,Renata
5,2,12,11567,5365,63,24,24,1024,1,38,0.1883,0.0873,2.1560,21,MissFortune
4,4,9,13799,13663,1039,46,30,1408,1,27,0.1633,0.1617,1.0100,80,Pantheon
2,0,6,3706,5389,2881,5,25,989,1,37,0.0625,0.0908,0.6877,37,Sona
0,1,14,3934,8004,6326,9,42,1404,1,16,0.0467,0.0950,0.4915,902,Milio
8,3,4,13347,14026,3884,124,12,1259,1,101,0.1767,0.1857,0.9516,18,Tristana
3,4,10,5120,10674,5514,19,36,1280,1,23,0.0667,0.1390,0.4797,267,Nami
5,3,10,6757,10442,1135,43,56,1578,1,4,0.0714,0.1103,0.6471,111,Nautilus
1,4,13,5776,19974,2513,36,59,1682,1,43,0.0572,0.1979,0.2892,32,Amumu
4,6,21,13273,26011,3400,44,90,2034,1,1,0.1088,0.2131,0.5103,412,Thresh
3,7,14,19214,19862,5904,41,55,1951,1,14,0.1641,0.1697,0.9674,25,Morgana
3,11,15,7410,30105,2633,19,53,2127,1,2,0.0581,0.2359,0.2461,53,Blitzcrank
4,2,14,8615,8946,2911,23,44,1484,1,54,0.0968,0.1005,0.9630,1,Annie
5,4,22,22547,32137,18602,17,47,1587,1,20,0.2368,0.3375,0.7016,50,Swain
0,2,22,4315,10681,1566,31,79,1925,1,10,0.0374,0.0925,0.4040,43,Karma
0,4,8,5627,7981,359,16,37,1090,1,10,0.0860,0.1220,0.7050,43,Karma
4,6,12,14545,16587,1375,83,79,1870,1,71,0.1296,0.1478,0.8769,61,Orianna
1,2,16,11076,15329,2633,43,75,1950,1,14,0.0947,0.1310,0.7226,25,Morgana
1,8,19,5022,15853,2158,25,59,1497,1,12,0.0559,0.1765,0.3168,117,Lulu
1,11,13,18767,30687,3851,52,106,2354,1,10,0.1329,0.2173,0.6116,43,Karma
3,7,18,12652,21623,1805,38,95,1944,1,42,0.1085,0.1854,0.5851,164,Camille
9,6,14,20279,27975,4048,31,81,2066,1,42,0.1636,0.2257,0.7249,164,Camille
6,3,16,20082,12816,1597,34,61,1646,1,28,0.2033,0.1298,1.5669,910,Hwei
1,0,10,6684,3740,595,18,26,946,1,10,0.1178,0.0659,1.7872,43,Karma
4,5,13,10845,15893,3961,29,74,1412,1,5,0.1280,0.1876,0.6824,555,Pyke
6,2,13,12461,7524,824,28,36,1150,1,28,0.1806,0.1090,1.6562,910,Hwei
5,3,12,8038,19253,1624,39,51,1343,1,97,0.0998,0.2389,0.4175,27,Singed
4,2,10,17472,13636,12776,56,80,1618,1,7,0.1800,0.1405,1.2813,235,Senna
0,4,35,13749,31392,9395,32,82,1811,1,11,0.1265,0.2889,0.4380,89,Leona
2,9,19,28800,26250,2847,128,105,2257,1,28,0.2127,0.1938,1.0971,910,Hwei
4,4,15,16301,9594,573,36,61,1367,1,3,0.1987,0.1170,1.6991,99,Lux
1,0,10,3145,4917,8883,27,34,950,1,24,0.0552,0.0863,0.6396,16,Soraka
5,5,14,12522,23104,4258,21,72,1721,1,15,0.1213,0.2237,0.5420,57,Maokai
4,1,8,9826,8026,1144,19,19,933,1,28,0.1755,0.1434,1.2243,910,Hwei
10,7,18,32455,18845,1435,75,73,1811,1,28,0.2987,0.1734,1.7222,910,Hwei
4,8,19,24497,16997,1991,48,93,1926,1,28,0.2120,0.1471,1.4413,910,Hwei
3,3,9,14807,10803,864,33,52,1500,1,28,0.1645,0.1200,1.3706,910,Hwei
1,8,7,21414,20323,1644,62,61,1887,1,17,0.1891,0.1795,1.0537,143,Zyra
0,2,20,2658,7316,33081,18,60,1711,1,24,0.0259,0.0713,0.3633,16,Soraka
1,3,3,4825,4991,715,17,21,772,1,10,0.1042,0.1078,0.9667,43,Karma
1,3,18,10752,28690,11985,36,121,2193,1,13,0.0817,0.2180,0.3748,12,Alistar
9,4,6,18122,16100,2854,35,87,1607,1,27,0.1879,0.1670,1.1256,80,Pantheon
4,7,13,20868,27035,7766,43,105,2017,1,27,0.1724,0.2234,0.7719,80,Pantheon
1,0,10,2951,5802,2524,32,29,917,1,6,0.0536,0.1055,0.5086,497,Rakan
1,5,12,20668,17025,2722,57,67,1811,1,10,0.1902,0.1567,1.2140,43,Karma
2,9,21,11354,28049,715,25,90,1893,1,4,0.1000,0.2470,0.4048,111,Nautilus
1,6,14,6713,15615,1160,22,60,1373,1,11,0.0815,0.1895,0.4299,89,Leona
2,0,4,3414,6190,2986,11,25,923,1,6,0.0616,0.1118,0.5515,497,Rakan
3,3,15,22159,11393,739,43,68,1487,1,10,0.2484,0.1277,1.9450,43,Karma
2,4,8,16140,12450,806,59,73,1571,1,28,0.1712,0.1321,1.2964,910,Hwei
1,10,23,18861,42796,5814,48,100,1927,1,56,0.1631,0.3701,0.4407,14,Sion
6,3,19,35329,14666,4386,49,104,2021,1,28,0.2913,0.1209,2.4089,910,Hwei
2,2,8,9825,10882,2694,28,57,1386,1,10,0.1181,0.1309,0.9029,43,Karma
6,1,14,20323,8172,1682,35,32,1272,1,28,0.2663,0.1071,2.4869,910,Hwei
5,4,10,18666,17667,2491,51,69,1620,1,27,0.1920,0.1818,1.0565,80,Pantheon
8,8,33,33763,57664,32587,68,88,2717,1,7,0.2071,0.3537,0.5855,235,Senna
4,1,9,23848,11838,2626,63,69,1691,1,10,0.2350,0.1167,2.0145,43,Karma
6,4,15,22481,21315,13272,59,102,2075,1,7,0.1806,0.1712,1.0547,235,Senna
2,7,2,9836,12950,516,83,36,1456,1,10,0.1126,0.1482,0.7595,43,Karma
4,11,15,10294,22782,1251,35,92,1888,1,3,0.0909,0.2011,0.4518,99,Lux
2,7,15,19359,13313,1076,53,80,1904,1,28,0.1695,0.1165,1.4541,910,Hwei
3,2,14,13678,13561,11584,53,54,1544,1,7,0.1476,0.1464,1.0086,235,Senna
1,12,24,14821,40008,1981,31,119,2470,1,4,0.1000,0.2700,0.3705,111,Nautilus
7,5,12,44010,17606,2952,131,109,2522,1,28,0.2908,0.1163,2.4997,910,Hwei
4,3,14,20379,13731,3329,39,73,1482,1,28,0.2292,0.1544,1.4842,910,Hwei
4,6,19,27034,19525,2574,30,80,1835,1,28,0.2455,0.1773,1.3846,910,Hwei
3,7,19,6516,22573,3792,32,78,1861,1,6,0.0584,0.2022,0.2887,497,Rakan
11,5,14,32612,19479,2685,73,79,1830,1,28,0.2970,0.1774,1.6742,910,Hwei
9,4,21,29412,16408,1999,32,70,1691,1,28,0.2899,0.1617,1.7925,910,Hwei
10,5,15,26471,16170,9302,34,68,1581,1,7,0.2791,0.1705,1.6370,235,Senna
11,6,17,33502,25804,6441,56,90,1872,1,27,0.2983,0.2297,1.2983,80,Pantheon
4,2,15,10926,14450,1322,70,51,1407,1,62,0.1294,0.1712,0.7561,897,KSante
7,4,14,23085,21112,9979,92,71,1644,1,7,0.2340,0.2140,1.0935,235,Senna
6,7,18,31765,20137,1013,51,100,2043,1,28,0.2591,0.1643,1.5774,910,Hwei
0,3,4,2408,5456,0,19,28,931,1,1,0.0431,0.0977,0.4413,412,Thresh
9,10,20,37060,24392,1567,53,86,2082,1,8,0.2967,0.1953,1.5194,101,Xerath
6,7,24,39505,52467,22135,26,104,2091,1,20,0.3149,0.4182,0.7529,50,Swain
4,4,11,12061,9278,316,28,74,1343,1,3,0.1497,0.1151,1.3000,99,Lux
1,0,8,4898,7403,547,15,14,917,1,11,0.0890,0.1346,0.6616,89,Leona
0,5,29,8434,24823,16021,29,109,2219,1,16,0.0633,0.1864,0.3398,902,Milio
1,2,16,13434,8572,745,19,49,1392,1,28,0.1608,0.1026,1.5672,910,Hwei
3,8,20,12333,28598,1422,46,110,2282,1,4,0.0901,0.2089,0.4313,111,Nautilus
2,3,10,6446,5740,200,11,42,1142,1,10,0.0941,0.0838,1.1230,43,Karma
1,0,10,7194,11155,11523,33,96,1879,1,23,0.0638,0.0989,0.6449,267,Nami
2,5,11,6415,20491,1827,40,65,1719,1,11,0.0622,0.1987,0.3131,89,Leona
0,4,23,6572,19496,8631,27,75,1830,1,29,0.0599,0.1776,0.3371,40,Janna
1,1,15,4405,12679,5560,17,24,914,1,13,0.0803,0.2312,0.3474,12,Alistar
3,4,6,16157,16575,2256,55,87,1707,1,38,0.1578,0.1618,0.9748,21,MissFortune
5,4,19,26325,38982,11318,74,50,1949,1,20,0.2251,0.3334,0.6753,50,Swain
4,2,20,16274,16120,1959,39,107,1869,1,10,0.1451,0.1437,1.0096,43,Karma
9,5,13,27332,21654,3222,56,85,1660,1,27,0.2744,0.2174,1.2622,80,Pantheon
6,3,14,22576,17848,4001,63,66,1697,1,28,0.2217,0.1753,1.2649,910,Hwei
3,10,17,27792,27435,1359,64,113,2487,1,55,0.1862,0.1839,1.0130,51,Caitlyn
1,5,11,12487,22572,2617,57,89,1843,1,62,0.1129,0.2041,0.5532,897,KSante
7,6,21,40927,42129,5476,68,123,2455,1,62,0.2778,0.2860,0.9715,897,KSante
1,7,18,13464,23093,573,29,72,1868,1,10,0.1201,0.2060,0.5830,43,Karma
2,4,5,11216,11470,1680,52,49,1345,1,55,0.1390,0.1421,0.9779,51,Caitlyn
2,7,18,16180,32267,7386,55,66,2042,1,15,0.1321,0.2634,0.5014,57,Maokai
4,8,25,33646,26699,3669,82,116,2321,1,28,0.2416,0.1917,1.2602,910,Hwei
5,1,2,9679,5178,232,22,21,955,1,28,0.1689,0.0904,1.8693,910,Hwei
18,2,14,49062,16540,1653,51,70,1736,1,28,0.4710,0.1588,2.9663,910,Hwei
5,3,14,19891,14235,1247,71,84,1805,1,28,0.1837,0.1314,1.3973,910,Hwei
8,4,13,23718,18556,2093,43,116,2134,1,28,0.1852,0.1449,1.2782,910,Hwei
0,3,9,2123,12225,34675,15,71,1901,1,24,0.0186,0.1072,0.1737,16,Soraka
1,3,20,9283,27479,9970,50,109,2030,1,6,0.0762,0.2256,0.3378,497,Rakan
3,7,15,15177,34552,9073,31,65,1932,1,20,0.1309,0.2981,0.4393,50,Swain
3,5,19,22959,16031,851,34,89,1981,1,28,0.1932,0.1349,1.4322,910,Hwei
5,2,24,9182,11806,2170,21,49,1326,1,2,0.1154,0.1484,0.7777,53,Blitzcrank
6,1,16,23007,12224,2924,39,70,1470,1,28,0.2609,0.1386,1.8821,910,Hwei
7,5,18,25989,28642,5678,55,68,2049,1,41,0.2114,0.2330,0.9074,54,Malphite
5,8,18,19740,39141,9411,30,70,2185,1,15,0.1506,0.2986,0.5043,57,Maokai
2,4,7,11841,11705,1476,48,62,1596,1,28,0.1237,0.1222,1.0116,910,Hwei
5,9,12,41759,32155,2124,74,138,2750,1,8,0.2531,0.1949,1.2987,101,Xerath
5,5,13,16103,33717,6246,50,64,2042,1,50,0.1314,0.2752,0.4776,875,Sett
1,5,23,7263,17531,1484,40,69,1860,1,12,0.0651,0.1571,0.4143,117,Lulu
0,8,16,21602,20492,1198,34,92,2343,1,8,0.1537,0.1458,1.0542,101,Xerath
2,1,23,10645,6789,9638,13,40,1683,1,9,0.1054,0.0672,1.5680,350,Yuumi
3,1,15,17785,11945,2526,31,87,1863,1,10,0.1591,0.1069,1.4889,43,Karma
0,2,10,9488,19188,3618,31,81,1867,1,30,0.0847,0.1713,0.4945,201,Braum
7,14,16,12877,26567,3464,33,87,1755,1,5,0.1223,0.2523,0.4847,555,Pyke
3,4,12,10307,18196,3547,24,50,1581,1,1,0.1087,0.1918,0.5664,412,Thresh
5,0,10,11813,778,0,19,19,1128,1,8,0.1745,0.0115,15.1838,101,Xerath
0,8,20,15807,28244,3889,49,120,2790,1,10,0.0944,0.1687,0.5597,43,Karma
2,3,9,12403,9276,1142,183,13,1429,1,64,0.1447,0.1082,1.3371,110,Varus
4,2,9,9641,5567,1255,25,48,1148,1,8,0.1400,0.0808,1.7318,101,Xerath
4,8,20,18561,42050,6827,65,169,2673,1,11,0.1157,0.2622,0.4414,89,Leona
4,3,35,20217,25646,33195,24,121,2691,1,23,0.1252,0.1588,0.7883,267,Nami
5,0,4,8327,8381,2576,168,14,1398,1,59,0.0993,0.0999,0.9936,202,Jhin
1,9,16,9559,18192,372,27,44,1460,1,4,0.1091,0.2077,0.5255,111,Nautilus
5,5,15,14267,24790,1529,42,48,1645,1,62,0.1445,0.2512,0.5755,897,KSante
4,4,9,20082,12524,1507,33,61,1450,1,35,0.2308,0.1440,1.6035,74,Heimerdinger
2,1,19,13116,14720,4045,49,73,1804,1,57,0.1212,0.1360,0.8910,3,Galio
1,2,13,6467,17465,3536,41,104,2135,1,1,0.0505,0.1363,0.3703,412,Thresh
3,5,20,10075,24464,10849,30,87,1648,1,13,0.1019,0.2474,0.4118,12,Alistar
6,4,9,8996,17272,3402,30,71,1500,1,5,0.1000,0.1919,0.5208,555,Pyke
2,3,10,12487,9342,626,15,77,1251,1,25,0.1664,0.1245,1.3367,35,Shaco
2,6,9,8631,14845,861,42,33,1371,1,36,0.1049,0.1805,0.5814,517,Sylas
1,7,18,16749,16211,2678,13,80,1897,1,17,0.1472,0.1424,1.0332,143,Zyra
4,8,13,18219,35813,6618,79,94,2353,1,36,0.1290,0.2537,0.5087,517,Sylas
2,7,15,14858,27662,4981,52,75,2001,1,36,0.1238,0.2304,0.5371,517,Sylas
6,0,1,6756,7801,1955,39,15,945,1,36,0.1192,0.1376,0.8660,517,Sylas
3,5,9,9460,19910,2154,60,78,1792,1,36,0.0880,0.1852,0.4751,517,Sylas
4,8,18,17528,18790,207,39,144,2184,1,18,0.1338,0.1434,0.9328,22,Ashe
10,4,20,23362,29600,6910,43,87,1930,1,62,0.2017,0.2556,0.7893,897,KSante
6,7,9,14310,24094,4739,49,93,1861,1,36,0.1282,0.2158,0.5939,517,Sylas
1,0,2,1646,1096,23,8,1,340,1,5,0.0807,0.0537,1.5018,555,Pyke
14,5,11,30704,32147,6497,38,58,1725,1,36,0.2967,0.3106,0.9551,517,Sylas
5,7,20,13688,16917,3094,36,101,1765,1,55,0.1293,0.1597,0.8091,51,Caitlyn
6,5,17,17296,15109,2493,46,79,1627,1,27,0.1772,0.1548,1.1447,80,Pantheon
4,8,10,17326,21284,3652,29,98,2124,1,55,0.1360,0.1670,0.8140,51,Caitlyn
2,3,9,7001,10996,2387,35,33,1217,1,62,0.0959,0.1506,0.6367,897,KSante
7,4,8,16021,24166,4123,43,88,1841,1,63,0.1450,0.2188,0.6630,64,LeeSin
0,0,0,0,233,0,0,0,113,1,2,0.0000,0.0344,0.0000,53,Blitzcrank
2,0,1,3593,6126,34,29,24,964,1,62,0.0621,0.1059,0.5865,897,KSante
4,2,5,8927,12114,1153,35,43,1235,1,62,0.1205,0.1635,0.7369,897,KSante
3,9,14,12562,29298,4901,44,70,1665,1,56,0.1257,0.2933,0.4288,14,Sion
5,7,20,12593,31123,2919,35,56,1680,1,56,0.1249,0.3088,0.4046,14,Sion
2,3,9,8812,20893,14760,49,66,1697,1,39,0.0865,0.2052,0.4218,154,Zac
4,1,4,12379,8493,1821,26,20,1017,1,36,0.2029,0.1392,1.4576,517,Sylas
0,2,15,6937,11671,4483,26,93,1811,1,6,0.0638,0.1074,0.5944,497,Rakan
2,8,2,10592,15497,630,40,32,1157,1,36,0.1526,0.2232,0.6835,517,Sylas
1,0,4,2918,723,723,0,18,859,1,9,0.0566,0.0140,4.0360,350,Yuumi
2,1,4,5282,4184,408,16,20,938,1,22,0.0939,0.0743,1.2624,63,Brand
2,0,3,2789,2432,228,9,1,1956,1,36,0.0238,0.0207,1.1468,517,Sylas
3,1,14,8025,6483,160,9,23,911,1,8,0.1468,0.1186,1.2379,101,Xerath
1,3,7,3676,8021,0,22,16,968,1,4,0.0633,0.1381,0.4583,111,Nautilus
2,4,16,16779,18590,15454,30,85,2253,1,7,0.1241,0.1375,0.9026,235,Senna
4,3,14,8801,16343,3925,37,79,1840,1,1,0.0797,0.1480,0.5385,412,Thresh
3,5,22,11357,27524,5461,8,79,1987,1,14,0.0953,0.2309,0.4126,25,Morgana
16,3,10,32876,20746,2713,48,53,1559,1,36,0.3515,0.2218,1.5847,517,Sylas
1,2,4,5980,9788,3717,7,34,1126,1,7,0.0885,0.1449,0.6110,235,Senna
8,7,10,22048,34558,5271,65,82,2236,1,36,0.1643,0.2576,0.6380,517,Sylas
2,7,12,17828,27080,4351,29,104,2433,1,14,0.1221,0.1855,0.6583,25,Morgana
4,2,12,12384,9881,8232,21,59,1555,1,7,0.1327,0.1059,1.2533,235,Senna
4,8,24,11724,32166,2990,42,89,2289,1,2,0.0854,0.2342,0.3645,53,Blitzcrank
3,6,20,9298,16102,942,39,30,1689,1,1,0.0918,0.1589,0.5774,412,Thresh
7,3,17,26542,23481,5866,45,61,1649,1,36,0.2683,0.2373,1.1304,517,Sylas
10,4,16,32494,34196,8030,55,105,2085,1,36,0.2597,0.2733,0.9502,517,Sylas
7,3,15,17752,15392,1799,33,21,1186,1,62,0.2495,0.2163,1.1533,897,KSante
6,7,17,13123,27798,9164,48,124,2030,1,5,0.1077,0.2282,0.4721,555,Pyke
0,1,6,6644,3719,0,7,30,915,1,18,0.1210,0.0677,1.7865,22,Ashe
13,8,21,33139,24898,7066,26,89,1710,1,36,0.3230,0.2427,1.3310,517,Sylas
22,6,6,40677,34555,5295,52,100,2153,1,36,0.3149,0.2675,1.1772,517,Sylas
2,6,17,10991,19586,13095,17,58,1653,1,7,0.1108,0.1975,0.5612,235,Senna
9,1,8,16774,12359,2017,47,56,1435,1,36,0.1948,0.1435,1.3572,517,Sylas
2,7,14,11887,23784,2230,39,66,1773,1,1,0.1117,0.2236,0.4998,412,Thresh
2,12,10,8631,32598,1007,40,7,2091,1,2,0.0688,0.2598,0.2648,53,Blitzcrank
1,7,20,8821,16650,1649,24,39,1438,1,1,0.1022,0.1930,0.5298,412,Thresh
2,2,13,7839,12378,2037,36,52,1366,1,49,0.0956,0.1510,0.6333,98,Shen
4,6,23,25487,27751,9496,67,91,2019,1,66,0.2104,0.2291,0.9184,79,Gragas
2,3,9,4970,6196,432,19,29,1008,1,1,0.0822,0.1024,0.8021,412,Thresh
9,7,12,20060,21848,2738,53,48,1686,1,27,0.1983,0.2160,0.9182,80,Pantheon
3,8,15,13680,22841,13537,19,57,1977,1,37,0.1153,0.1926,0.5989,37,Sona
4,11,8,20334,26827,6551,27,87,1578,1,20,0.2148,0.2833,0.7580,50,Swain
10,4,11,21988,17896,10003,39,63,1554,1,93,0.2358,0.1919,1.2287,76,Nidalee
