duration,win_champ,lose_champ,win_tags,lose_tags,win_statperks,lose_statperks,win_styles_primary,lose_styles_primary,win_styles_sub,lose_styles_sub,win_items,lose_items,win_dealt,lose_dealt,win_taken,lose_taken,win_kills,lose_kills,win_deaths,lose_deaths,win_assists,lose_assists,win_heals,lose_heals,win_cs,lose_cs,win_vision,lose_vision
2064,"[131, 2, 234, 497, 110]","[72, 81.0, 777, 53.0, 96]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5008], [5011, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5008]]","[[8008, 9111, 9104, 8014], [8010, 8009, 9104, 8299], [8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8465, 8463, 8473, 8242]]","[[8008, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8351, 8306, 8345, 8347], [8369, 8304, 8345, 8347], [9923, 8139, 8120, 8105]]","[[8136, 8106], [8139, 8135], [8313, 8410], [8347, 8304], [8401, 8444]]","[[8210, 8232], [8226, 8210], [8444, 8451], [8473, 8453], [9104, 8009]]","[[3066, 6631, 6610, 3047, 6665, 3053, 3363], [3110, 3158, 3050, 3869, 2055, 3109, 3364], [3153, 6672, 3047, 3302, 3124, 3085, 3363], [3157, 3135, 1058, 3020, 3100, 4628, 3364], [6610, 3053, 2019, 3047, 1038, 6672, 3364]]","[[1057, 1031, 2504, 6662, 3068, 3158, 3364], [3006, 3153, 3157, 1043, 3124, 6665, 3363], [3031, 2055, 3153, 6672, 3006, 1053, 3363], [3161.0, 3042.0, 3133.0, 3508.0, 6694.0, 3158.0, 3363.0], [3190.0, 2065.0, 3869.0, 3009.0, 2055.0, 1033.0, 3364.0]]","[10916, 24431, 26904, 34103, 36630]","[11533.0, 25202, 29234, 29318.0, 34660]","[24595, 24971, 24993, 34671, 51754]","[27303, 28904.0, 29359.0, 32934, 39801]","[5, 9, 10, 10, 11]","[2.0, 4, 5.0, 6, 10]","[3, 5, 5, 7, 7]","[5, 7.0, 9, 9, 15.0]","[7, 7, 10, 13, 27]","[3.0, 6, 8.0, 9, 10]","[2892, 9925, 10105, 18028, 29027]","[3006.0, 3305.0, 6454, 7188, 15495]","[30, 35, 226, 231, 283]","[28, 37.0, 231, 265.0, 273]","[25, 40, 45, 45, 128]","[19, 24, 26.0, 46, 122.0]"
1829,"[166, 164, 39, 236, 30]","[234, 145.0, 122, 105, 57.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5008], [5011, 5008, 5008], [5013, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5008], [5011, 5010, 5008]]","[[8005, 8009, 9103, 8014], [8005, 8009, 9104, 8014], [8010, 9111, 9104, 8299], [8128, 8126, 8138, 8135], [9923, 8143, 8138, 8135]]","[[8008, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8112, 8143, 8138, 8135], [8439, 8463, 8473, 8242]]","[[8009, 8014], [8304, 8345], [8345, 8347], [8401, 8473], [8473, 8451]]","[[8237, 8210], [8304, 8347], [8345, 8304], [8347, 8306], [8473, 8453]]","[[3153, 6673, 3091, 0, 0, 3047, 3364], [3302, 3124, 1038, 3009, 6672, 3153, 3363], [3877, 3158, 2055, 6692, 2021, 6610, 3364], [6653, 3118, 2055, 4645, 3135, 3020, 3364], [6675, 3036, 3006, 6672, 6673, 1053, 3363]]","[[3091.0, 3087.0, 0.0, 3302.0, 3124.0, 3006.0, 3363.0], [3152, 2421, 1082, 3158, 3100, 6655, 3364], [3190.0, 3082.0, 3869.0, 2055.0, 3002.0, 3009.0, 3364.0], [3742, 3053, 3143, 3047, 3078, 8001, 3364], [6610, 3078, 2055, 3053, 3091, 3047, 3364]]","[15354, 16569, 32503, 36638, 37560]","[10703.0, 15603.0, 25414, 25870, 33501]","[15952, 27487, 29755, 31333, 38559]","[21676.0, 29657, 31476.0, 39193, 45546]","[3, 3, 7, 12, 13]","[1.0, 5, 6.0, 14, 18]","[3, 7, 11, 11, 12]","[3, 8, 9, 9.0, 9.0]","[5, 9, 11, 14, 15]","[4, 9.0, 12, 14, 15.0]","[2688, 6206, 8143, 8885, 11737]","[2256.0, 4225, 5601.0, 11456, 19278]","[34, 47, 182, 193, 269]","[26, 42.0, 185, 201.0, 218]","[14, 21, 22, 23, 89]","[16, 20, 23.0, 35, 90.0]"
1673,"[106, 43, 57.0, 81.0, 98]","[64, 555, 39, 240, 145]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5010, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5008], [5013, 5008, 5005]]","[[8005, 9111, 9105, 8299], [8010, 8009, 9103, 8014], [8214, 8226, 8210, 8237], [8437, 8401, 8444, 8453], [8439, 8446, 8473, 8242]]","[[8008, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8010, 9111, 9104, 8299], [9923, 8143, 8136, 8134]]","[[8106, 8126], [8234, 8232], [8306, 8347], [8316, 8313], [8345, 8304]]","[[8143, 8138], [8304, 8347], [8345, 8304], [8345, 8347], [8347, 8304]]","[[3118, 2065, 0, 3165, 4628, 3158, 3364], [3133.0, 1055.0, 3110.0, 3508.0, 3042.0, 3158.0, 3363.0], [3190.0, 3076.0, 3869.0, 1054.0, 3002.0, 3009.0, 3364.0], [3742, 6610, 2055, 3075, 3158, 3067, 3364], [3748, 3075, 0, 3068, 3047, 0, 3340]]","[[1036, 6698, 3814, 6699, 3111, 1055, 3340], [2055, 3111, 3869, 2021, 3134, 3179, 3364], [3087, 3124, 3302, 1043, 1037, 3006, 3363], [3153, 3091, 0, 1054, 2021, 3111, 3364], [6610, 6692, 2055, 3044, 3111, 1028, 3340]]","[12753.0, 18723, 18940, 19144, 28670.0]","[6402, 10120, 14153, 17003, 20882]","[14855.0, 15866, 16595, 19690.0, 35211]","[13722, 15717, 28028, 30905, 35758]","[3.0, 5, 7, 8.0, 9]","[1, 1, 3, 3, 4]","[1, 2, 2.0, 3.0, 4]","[2, 4, 8, 9, 9]","[8.0, 14, 16, 17.0, 17]","[2, 3, 4, 4, 8]","[2567, 3178, 6200.0, 7335.0, 20562]","[2219, 3564, 5284, 5663, 13351]","[9, 32.0, 146, 200, 209.0]","[17, 35, 197, 207, 248]","[15.0, 25, 26, 28, 70.0]","[14, 18, 19, 22, 93]"
1136,"[166, 74, 29, 54, 60]","[432.0, 222.0, 39, 254, 266]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005], [5013, 5008, 5005]]","[[8005, 9111, 9104, 8014], [8021, 8009, 9104, 8014], [8128, 8126, 8138, 8105], [8229, 8226, 8210, 8237], [8229, 8226, 8233, 8237]]","[[8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8010, 9111, 9105, 8299], [8021, 8009, 9103, 8014], [8465, 8463, 8444, 8453]]","[[8014, 9111], [8304, 8345], [8345, 8304], [8451, 8444], [8473, 8451]]","[[8105, 8136], [8233, 8236], [8304, 8345], [8304, 8347], [8444, 8453]]","[[0, 3020, 3041, 3100, 0, 0, 3364], [1054, 3076, 2031, 3047, 3068, 1028, 3340], [1055, 2055, 3153, 0, 3047, 6672, 3363], [1055, 3153, 3006, 6676, 1042, 1038, 3363], [3020, 2031, 2055, 3871, 6653, 3916, 3364]]","[[1036, 6610, 3111, 2055, 3156, 0, 3364], [2031, 6692, 1001, 3134, 2021, 1054, 3340], [2055, 2010, 2021, 0, 3153, 3047, 3340], [3006.0, 3087.0, 1036.0, 1055.0, 1043.0, 1036.0, 3363.0], [3876.0, 2031.0, 3002.0, 0.0, 0.0, 3009.0, 3364.0]]","[5014, 9707, 13196, 13725, 18664]","[3593.0, 3698.0, 6486, 7519, 7971]","[6567, 8149, 8286, 11789, 13806]","[10185.0, 12360.0, 14661, 18965, 19441]","[0, 4, 5, 5, 11]","[0, 0.0, 1, 1.0, 4]","[1, 1, 1, 1, 2]","[3.0, 4, 5.0, 6, 7]","[2, 3, 3, 6, 12]","[0, 2.0, 2, 2, 6.0]","[145, 527, 2606, 2709, 9697]","[1144.0, 2985.0, 2995, 3232, 8685]","[19, 37, 104, 122, 162]","[15.0, 18, 127.0, 143, 146]","[5, 10, 11, 21, 56]","[8.0, 9, 14, 15, 41.0]"
1912,"[106, 412.0, 39, 11, 81.0]","[64, 117, 103, 122, 429]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[8005, 8009, 9103, 8014], [8008, 9111, 9104, 8014], [8008, 9111, 9104, 8299], [8010, 9111, 9104, 8299], [8439, 8463, 8473, 8242]]","[[8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8112, 8139, 8138, 8106], [8214, 8226, 8210, 8237], [9923, 8139, 8138, 8135]]","[[8138, 8105], [8345, 8304], [8345, 8304], [8345, 8313], [8446, 8453]]","[[8275, 8234], [8304, 8347], [8345, 8347], [8345, 8347], [9104, 9111]]","[[3006, 3302, 2021, 3124, 6672, 3153, 3364], [3153, 3091, 3026, 6610, 6673, 3047, 3364], [3181, 3115, 3082, 3158, 1027, 4633, 3364], [3877.0, 3190.0, 3109.0, 0.0, 3002.0, 3158.0, 3364.0], [6675.0, 3158.0, 3508.0, 3042.0, 3161.0, 3035.0, 3363.0]]","[[3071, 3053, 1029, 6692, 3158, 6610, 3340], [3089, 3118, 2031, 4645, 4646, 0, 3340], [3123, 3143, 3053, 3111, 6610, 6692, 3364], [3870, 2065, 3222, 3158, 2055, 3504, 3364], [6672, 3153, 3124, 3006, 3302, 3026, 3363]]","[14051.0, 19192, 30553, 33378, 42376.0]","[7162, 24606, 26819, 33299, 52920]","[26340.0, 28269.0, 33349, 42333, 51642]","[22489, 25785, 32542, 42154, 50564]","[1.0, 3, 13.0, 15, 16]","[2, 4, 11, 11, 22]","[9.0, 9, 10, 11, 11.0]","[6, 7, 11, 12, 12]","[6, 9, 11, 18.0, 34.0]","[6, 10, 12, 16, 24]","[2082.0, 3920, 6750.0, 19701, 20381]","[500, 5021, 9565, 15333, 20119]","[36, 49.0, 180, 190.0, 258]","[30, 33, 231, 241, 245]","[10.0, 18, 23, 42, 84.0]","[18, 24, 25, 27, 64]"
1537,"[81, 897, 39, 200, 53]","[266, 64, 110.0, 131, 117.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8005, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8351, 8306, 8345, 8347], [8437, 8446, 8429, 8451]]","[[8008, 9111, 9104, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9105, 8299], [8112, 8143, 8138, 8135], [8214, 8226, 8210, 8237]]","[[8143, 8135], [8345, 8304], [8345, 8304], [8410, 8345], [8473, 8242]]","[[8143, 8135], [8226, 8237], [8304, 8345], [8345, 8347], [8473, 8453]]","[[1054, 2031, 3047, 6664, 6662, 1029, 3364], [1055, 3042, 3508, 3133, 3158, 1037, 3363], [3071, 3047, 6631, 2055, 6672, 2019, 3364], [3877, 3190, 3067, 3114, 3002, 3117, 3364], [6610, 3091, 1029, 1036, 3153, 3111, 3364]]","[[1037, 6698, 0, 3047, 6610, 1055, 3364], [1056, 4645, 1052, 3020, 1058, 3100, 3340], [3161, 0, 6610, 0, 0, 3071, 3340], [3870.0, 2065.0, 2055.0, 3158.0, 3504.0, 0.0, 3364.0], [6672.0, 3006.0, 3153.0, 3302.0, 3124.0, 0.0, 3363.0]]","[11991, 19963, 19990, 28242, 29771]","[6959.0, 13038, 25931, 26579, 26927.0]","[16248, 17968, 27845, 27859, 38475]","[14118.0, 23675.0, 27301, 35465, 36210]","[4, 5, 8, 9, 11]","[1.0, 4, 6, 7, 8.0]","[4, 5, 5, 6, 6]","[4, 5.0, 7, 9.0, 12]","[5, 10, 11, 15, 18]","[4, 4, 5.0, 8, 12.0]","[1762, 4305, 5257, 12941, 18740]","[1449.0, 1838, 5838.0, 14573, 18565]","[24, 28, 114, 139, 239]","[25, 26.0, 148, 159, 216.0]","[11, 11, 25, 28, 84]","[3.0, 11, 12, 21, 54.0]"
1538,"[236.0, 79, 6, 39, 902.0]","[412, 777, 63, 81, 254]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5008, 5008], [5013, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8005, 9111, 9105, 8299], [8010, 8009, 9104, 8299], [8128, 8143, 8138, 8135], [8214, 8226, 8210, 8237], [8369, 8304, 8345, 8347]]","[[8005, 8009, 9103, 8014], [8008, 9111, 9104, 8299], [8010, 9111, 9104, 8014], [8230, 8226, 8234, 8237], [8439, 8463, 8473, 8242]]","[[8226, 8237], [8275, 8237], [8304, 8347], [8345, 8347], [8345, 8347]]","[[8242, 8444], [8304, 8345], [8304, 8347], [8313, 8345], [8345, 8347]]","[[3095.0, 6672.0, 6675.0, 1055.0, 2015.0, 3158.0, 3363.0], [3142, 6665, 3044, 3009, 3181, 3053, 3364], [3153, 6610, 6673, 1043, 1057, 3047, 3363], [3504.0, 6617.0, 3870.0, 2022.0, 2055.0, 3158.0, 3364.0], [4645, 1082, 3152, 3020, 1058, 0, 3364]]","[[1018, 3031, 6672, 1038, 1053, 3006, 3340], [1056, 2031, 3116, 6653, 3165, 3020, 3364], [3071, 0, 0, 0, 6610, 3047, 3364], [3158, 3133, 1037, 3042, 3508, 1036, 3340], [3876, 0, 2055, 3190, 3050, 3047, 3364]]","[3971.0, 7122, 23908, 24491.0, 27902]","[6490, 9544, 14915, 16741, 28155]","[12057.0, 19184.0, 19355, 27886, 35010]","[13478, 20253, 21422, 24414, 24672]","[0, 1.0, 4.0, 10, 14]","[1, 2, 6, 6, 7]","[2, 3, 4.0, 6, 7.0]","[4, 4, 6, 6, 9]","[1, 3.0, 4, 6, 9.0]","[1, 1, 4, 5, 6]","[2633.0, 4659, 7104.0, 16602, 17644]","[763, 1901, 3959, 4968, 8535]","[20, 23.0, 155, 206.0, 244]","[19, 22, 180, 181, 190]","[10, 12.0, 16, 32, 49.0]","[8, 13, 16, 19, 60]"
1826,"[40.0, 15.0, 76, 83, 39]","[43, 81, 777, 22, 11]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5005], [5011, 5008, 5005], [5011, 5010, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5007], [5011, 5008, 5005], [5011, 5008, 5005], [5011, 5008, 5005]]","[[8008, 8009, 9103, 8014], [8008, 8009, 9104, 8299], [8021, 8009, 9103, 8299], [8128, 8143, 8136, 8135], [8229, 8226, 8234, 8237]]","[[8005, 8009, 9103, 8017], [8008, 9111, 9104, 8299], [8008, 9111, 9104, 8299], [8229, 8226, 8210, 8236], [9923, 8126, 8136, 8106]]","[[8105, 8139], [8232, 8210], [8345, 8304], [8345, 8347], [8446, 8444]]","[[8126, 8106], [8242, 8473], [8321, 8410], [8410, 8345], [8451, 8473]]","[[1036, 6692, 1036, 6694, 3047, 3181, 3363], [2065.0, 0.0, 3871.0, 1052.0, 4005.0, 3009.0, 3364.0], [3046.0, 3072.0, 1055.0, 6672.0, 6675.0, 3006.0, 3363.0], [3153, 6610, 6673, 3091, 0, 3047, 3363], [4646, 1052, 3157, 3100, 3020, 4630, 3364]]","[[3042, 3508, 3158, 6675, 1036, 1036, 3340], [3153, 6672, 3091, 6333, 1001, 0, 3364], [3153, 6673, 3031, 3057, 1031, 3006, 3364], [3504, 3158, 0, 3118, 4629, 4628, 3363], [3877, 2055, 3123, 4005, 3179, 3158, 3364]]","[5603.0, 16260, 20285, 29267, 31198.0]","[13690, 20431, 22847, 23812, 39456]","[17125.0, 26698.0, 30253, 35595, 48459]","[15695, 20876, 21003, 31235, 36037]","[0.0, 5.0, 5, 7, 12]","[0, 4, 7, 8, 11]","[5.0, 5.0, 6, 7, 7]","[3, 4, 5, 8, 9]","[3, 7.0, 10, 10, 10.0]","[3, 6, 6, 10, 17]","[8549, 8696.0, 12198.0, 23018, 26113]","[791, 4315, 8332, 11101, 13058]","[27.0, 41, 233, 259, 311.0]","[18, 54, 217, 226, 237]","[24.0, 25, 43, 64, 87.0]","[9, 16, 16, 23, 103]"
1515,"[54, 72, 526.0, 81.0, 39]","[5, 57, 202, 901, 105]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5007], [5001, 5001, 5008], [5001, 5008, 5005], [5001, 5010, 5007], [5011, 5008, 5005]]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5013, 5001, 5008]]","[[8005, 8009, 9104, 8014], [8010, 8009, 9103, 8014], [8010, 8009, 9104, 8299], [8437, 8401, 8429, 8451], [8439, 8463, 8473, 8242]]","[[8010, 9111, 9104, 8014], [8021, 8009, 9103, 8014], [8021, 8009, 9104, 8017], [8369, 8313, 8345, 8347], [8439, 8463, 8473, 8242]]","[[8226, 8210], [8304, 8347], [8345, 8304], [8345, 8347], [8347, 8306]]","[[8105, 8143], [8226, 8237], [8234, 8236], [8345, 8347], [8347, 8304]]","[[3002.0, 2055.0, 3877.0, 3009.0, 1057.0, 3110.0, 3364.0], [3042.0, 6675.0, 1055.0, 3133.0, 3508.0, 3158.0, 3363.0], [3068, 3143, 3075, 3047, 1056, 1057, 3364], [3153, 6665, 6610, 3091, 3110, 3047, 3363], [8020, 2055, 0, 3084, 3068, 3047, 3340]]","[[1031, 3869, 2055, 3002, 3067, 3158, 3364], [1036, 3047, 3748, 1036, 0, 6610, 3364], [1055, 3142, 2055, 6676, 3086, 3009, 3363], [4645, 3100, 2420, 1058, 3135, 3020, 3364], [6675, 0, 3161, 3158, 0, 0, 3363]]","[7661.0, 11772, 17968, 30952.0, 51712]","[9968, 13092, 16375, 20940, 31326]","[18759.0, 20825, 20951.0, 27614, 40406]","[17417, 20277, 23200, 25246, 50764]","[0.0, 2, 7, 15.0, 19]","[1, 2, 3, 5, 11]","[3, 4, 4.0, 4, 7.0]","[5, 7, 8, 8, 15]","[2, 4.0, 13, 18, 25.0]","[1, 6, 6, 7, 8]","[2162, 2469.0, 8629.0, 11155, 22489]","[238, 3511, 4217, 4649, 16257]","[12, 25.0, 182.0, 205, 238]","[6, 26, 160, 169, 191]","[12, 13.0, 19, 35, 69.0]","[12, 12, 13, 15, 69]"
1801,"[53, 39, 28, 81, 24]","[43.0, 64, 78, 711, 4.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8010, 8009, 9103, 8014], [8010, 8009, 9104, 8299], [8112, 8143, 8138, 8105], [8437, 8446, 8444, 8242], [8439, 8446, 8429, 8451]]","[[8010, 9111, 9104, 8014], [8021, 9101, 9104, 8014], [8112, 8139, 8138, 8106], [8214, 8226, 8210, 8237], [8437, 8401, 8473, 8453]]","[[8233, 8236], [8345, 8304], [8345, 8347], [8345, 8347], [8444, 8242]]","[[8226, 8210], [8304, 8347], [8304, 8347], [8345, 8352], [8473, 8453]]","[[3140, 3042, 3110, 3508, 3036, 3158, 3363], [3153, 6610, 6673, 3091, 0, 3111, 3363], [3161, 3078, 0, 6610, 3053, 3111, 3340], [3869, 3117, 3190, 3002, 2055, 3067, 3364], [4645, 4646, 3020, 3041, 1052, 2055, 3340]]","[[1056, 3118, 2055, 3165, 3137, 3158, 3364], [3047, 2033, 3076, 3068, 6662, 2504, 3364], [3071, 2055, 6610, 6333, 3047, 1057, 3340], [4005.0, 3870.0, 2055.0, 3108.0, 3802.0, 3158.0, 3364.0], [6672.0, 3094.0, 0.0, 3095.0, 3006.0, 3087.0, 3363.0]]","[8021, 20811, 25871, 31581, 43205]","[8425.0, 20401, 24326, 26916.0, 28675]","[18089, 23071, 30495, 36712, 43518]","[20962.0, 22772.0, 30302, 35925, 40240]","[3, 7, 8, 13, 13]","[0.0, 5, 5, 7.0, 10]","[3, 5, 5, 6, 8]","[4.0, 8, 8.0, 10, 14]","[5, 8, 10, 13, 18]","[6.0, 6, 7, 10, 16.0]","[3204, 9308, 9829, 13431, 16522]","[913, 2913.0, 3675, 6853.0, 17818]","[11, 27, 200, 221, 265]","[15, 22.0, 172, 182, 212.0]","[14, 15, 17, 21, 106]","[13, 13.0, 30, 41, 67.0]"
925,"[43.0, 39, 81.0, 60, 41]","[136, 266, 57, 64, 22]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5001, 5005], [5011, 5008, 5008]]","[[8008, 9111, 9104, 8299], [8010, 8009, 9103, 8017], [8021, 8009, 9104, 8014], [8112, 8126, 8138, 8105], [8229, 8275, 8233, 8237]]","[[8008, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9105, 8299], [8229, 8226, 8233, 8237], [8439, 8463, 8444, 8451]]","[[8139, 8135], [8232, 8275], [8345, 8304], [8345, 8347], [8473, 8242]]","[[8304, 8345], [8345, 8347], [8347, 8304], [8410, 8345], [8473, 8453]]","[[1055, 3508, 3133, 1018, 2031, 0, 3340], [2031.0, 3070.0, 1055.0, 3508.0, 1036.0, 3158.0, 3340.0], [3100, 0, 0, 1082, 3020, 1101, 3364], [3118.0, 1001.0, 3866.0, 2022.0, 0.0, 0.0, 3364.0], [3153, 6610, 1055, 1043, 1043, 3111, 3363]]","[[1054, 3077, 2003, 3047, 2022, 1037, 3340], [1101, 2031, 6610, 3067, 1036, 2422, 3340], [2031, 2422, 3802, 2055, 1056, 1026, 3340], [3153, 3006, 0, 0, 0, 0, 3340], [3876, 2055, 2031, 3066, 1031, 3009, 3364]]","[4824.0, 6104, 8624, 11135.0, 12068]","[2088, 3638, 4254, 4338, 8367]","[3355.0, 4706.0, 10957, 11736, 12590]","[6995, 7820, 10863, 12515, 17589]","[1, 2.0, 2, 3.0, 7]","[0, 0, 1, 1, 2]","[0.0, 0, 1, 1.0, 2]","[2, 2, 3, 4, 4]","[1.0, 1, 3, 4.0, 6]","[0, 0, 1, 2, 2]","[180.0, 1425.0, 3780, 7800, 8916]","[0, 1346, 1408, 2918, 8279]","[3, 19.0, 107, 139.0, 163]","[22, 26, 78, 95, 119]","[3, 4.0, 8, 16, 31.0]","[1, 3, 5, 13, 19]"
1439,"[53.0, 875, 39, 64, 81.0]","[79, 43, 266, 111, 222]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5005], [5013, 5001, 5007]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5001, 5005]]","[[8010, 8009, 9103, 8014], [8010, 8009, 9104, 8299], [8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8439, 8446, 8429, 8451]]","[[8008, 8009, 9103, 8014], [8010, 9111, 9105, 8299], [8128, 8143, 8138, 8135], [8229, 8226, 8210, 8237], [8439, 8463, 8473, 8451]]","[[8345, 8304], [8345, 8347], [8345, 8347], [8347, 8304], [8444, 8451]]","[[8233, 8236], [8304, 8347], [8306, 8347], [8345, 8347], [8473, 8453]]","[[3042.0, 3110.0, 1055.0, 3508.0, 3133.0, 3158.0, 3363.0], [3071, 2031, 2055, 6610, 0, 3047, 3340], [3153, 6610, 6673, 3091, 1055, 3111, 3363], [3876.0, 3190.0, 3117.0, 3050.0, 3082.0, 1027.0, 3364.0], [6631, 2031, 1036, 2021, 3047, 1054, 3364]]","[[0, 2055, 0, 3100, 3020, 4646, 3364], [1056, 3118, 3165, 3158, 1052, 0, 3340], [2031, 3047, 6610, 3133, 1055, 3067, 3340], [3046, 6672, 1055, 1037, 0, 3006, 3363], [3110, 3869, 0, 3002, 3047, 0, 3364]]","[7813.0, 9395, 13428, 24179.0, 39107]","[10566, 13951, 17866, 20905, 22721]","[14821.0, 17577.0, 27225, 29798, 32317]","[15212, 18795, 19550, 28403, 30986]","[2.0, 3, 3, 9.0, 15]","[1, 2, 2, 4, 6]","[1, 2, 3.0, 3.0, 6]","[4, 6, 6, 8, 8]","[3, 7, 8.0, 11, 17.0]","[1, 3, 5, 6, 8]","[871.0, 2683, 8055.0, 20597, 20896]","[1758, 2061, 4905, 10667, 11742]","[24, 24.0, 131, 200.0, 235]","[25, 28, 141, 146, 162]","[7.0, 14, 15, 15, 65.0]","[16, 19, 19, 24, 59]"
